text,popularity,meaning1,meaning2
陛 下,4,highness,below
閉 じ,4,closed,
部 長,4,part,long
部 だ,4,part,
遠 慮,4,far,prudence
達 は,4,attain,
遅 い,4,slow,
軍 曹,4,army,cadet
謝 す,4,apologize,
謝 し,4,apologize,
調 べ,4,investigate,
誰 な,4,"""who",
訳 な,4,translate,
計 画,4,measure,tableau
触 る,4,contact,
覚 ま,4,memorize,
行 為,4,go,do
自 分,4,oneself,part
美 し,4,beauty,
絡 す,4,entwine,
空 を,4,sky,
私 と,4,me,
私 だ,4,me,
知 し,4,know,
着 信,4,wear,trust
的 は,4,target,
発 射,4,departure,shoot
番 号,4,"""one's",number
由 に,4,reason,
用 で,4,use,
用 だ,4,use,
深 い,4,deep,
決 し,4,decide,
気 よ,4,feeling,
死 に,4,death,
歩 け,4,walk,
正 直,4,correct,straight
構 で,4,construct,
来 ま,4,come,
束 す,4,bundle,
最 低,4,most,low
日 は,4,day,
方 法,4,direction,method
放 て,4,release,
撃 つ,4,beat,
掴 ま,4,,
持 ち,4,hold,
戻 り,4,re-,
愛 い,4,love,
悪 だ,4,bad,
応 答,4,respond,answer
心 し,4,heart,
待 つ,4,wait,
彼 を,4,he,
彼 が,4,he,
当 だ,4,hit,
当 か,4,hit,
帰 っ,4,return,
居 る,4,reside,
寂 し,4,loneliness,
家 族,4,house,tribe
実 だ,4,truth,
完 了,4,perfect,finish
守 る,4,protect,
子 よ,4,child,
嫌 よ,4,dislike,
嫌 だ,4,dislike,
始 ま,4,begin,
如 何,4,likeness,what
失 敗,4,lose,failure
多 分,4,many,part
変 わ,4,change,
回 は,4,times,
回 の,4,times,
器 を,4,container,
嘘 つ,4,,
味 深,4,flavor,deep
味 な,4,flavor,
向 け,4,"""over",
同 じ,4,same,
可 愛,4,possible,love
取 引,4,take,pull
危 な,4,dangerous,
単 だ,4,simple,
勿 論,4,,theory
判 っ,4,judge,
出 る,4,exit,
処 に,4,dispose,
全 だ,4,whole,
先 生,4,previous,life
僕 だ,4,me,
信 音,4,trust,sound
何 人,4,what,person
何 事,4,what,"""abstract"
伝 う,4,transmit,
会 お,4,association,
令 だ,4,orders,
今 ど,4,now,
事 で,4,"""abstract",
事 か,4,"""abstract",
丿 ヾ,4,,
ー ビ,4,,
ン リ,4,,
ン キ,4,,
ワ ン,4,,
ロ ジ,4,,
レ ル,4,,
ル フ,4,,
ル ド,4,,
リ サ,4,,
リ カ,4,,
リ エ,4,,
ラ ス,4,,
ヤ だ,4,,
ャ リ,4,,
メ ア,4,,
ミ ン,4,,
ミ リ,4,,
マ ル,4,,
ボ ス,4,,
ベ ス,4,,
ヘ ン,4,,
ブ ー,4,,
フ リ,4,,
ピ ン,4,,
パ ン,4,,
パ ト,4,,
ノ チ,4,,
ニ ュ,4,,
ナ ム,4,,
ド ロ,4,,
ド ラ,4,,
ド は,4,,
ト レ,4,,
ト を,4,,
デ ン,4,,
デ ビ,4,,
デ ッ,4,,
デ ク,4,,
テ キ,4,,
ッ ジ,4,,
ッ カ,4,,
ダ ム,4,,
ダ ナ,4,,
ゾ ー,4,,
ソ ー,4,,
ソ っ,4,,
ズ ボ,4,,
ズ ウ,4,,
ス レ,4,,
ス パ,4,,
ス チ,4,,
ス カ,4,,
ジ か,4,,
ザ ン,4,,
サ ラ,4,,
ゴ メ,4,,
コ ナ,4,,
コ ッ,4,,
ケ ル,4,,
ク ラ,4,,
カ ス,4,,
エ ラ,4,,
エ ミ,4,,
エ バ,4,,
ェ ッ,4,,
ェ シ,4,,
イ ロ,4,,
イ ミ,4,,
イ ブ,4,,
イ フ,4,,
イ ド,4,,
イ ザ,4,,
イ サ,4,,
イ コ,4,,
イ ケ,4,,
ィ リ,4,,
ィ ス,4,,
ア ラ,4,,
ア ニ,4,,
ァ ッ,4,,
ん ね,4,,
ん か,4,,
を 離,4,,detach
を 探,4,,grope
を 向,4,,"""over"
わ る,4,,
わ ら,4,,
わ た,4,,
わ せ,4,,
わ い,4,,
わ ぁ,4,,
ろ だ,4,,
れ 見,4,,see
れ ん,4,,
れ っ,4,,
れ さ,4,,
る と,4,,
り よ,4,,
り は,4,,
り え,4,,
ら 来,4,,come
ら め,4,,
ら へ,4,,
ら で,4,,
ら っ,4,,
や 違,4,,differ
や く,4,,
や ぁ,4,,
も 愛,4,,love
も ん,4,,
も か,4,,
め た,4,,
み な,4,,
ま じ,4,,
べ る,4,,
べ き,4,,
ぶ ん,4,,
ひ ざ,4,,
ば れ,4,,
ば あ,4,,
は 知,4,,know
は 出,4,,exit
は や,4,,
は た,4,,
の 無,4,,nothing
の 必,4,,"""without"
の 後,4,,behind
の 中,4,,middle
に 気,4,,feeling
に 乗,4,,ride
に ど,4,,
に だ,4,,
に ご,4,,
ど の,4,,
と ん,4,,
と け,4,,
で 手,4,,hand
で 待,4,,wait
て 知,4,,know
て 分,4,,part
て け,4,,
て う,4,,
つ く,4,,
っ そ,4,,
っ こ,4,,
ち な,4,,
だ だ,4,,
た 会,4,,association
た を,4,,
た ぶ,4,,
た っ,4,,
た が,4,,
そ ろ,4,,
ぜ な,4,,
せ た,4,,
す べ,4,,
す ば,4,,
す っ,4,,
じ ろ,4,,
じ ょ,4,,
じ っ,4,,
じ さ,4,,
さ て,4,,
さ せ,4,,
こ せ,4,,
け っ,4,,
ぐ 行,4,,go
ぐ よ,4,,
ぐ だ,4,,
く 行,4,,go
く 考,4,,think
く も,4,,
く ね,4,,
く て,4,,
く さ,4,,
き に,4,,
き っ,4,,
が 行,4,,go
が 正,4,,correct
が 望,4,,hope
が 悪,4,,bad
が 問,4,,question
が ん,4,,
か 問,4,,question
か だ,4,,
か げ,4,,
お 気,4,,feeling
お っ,4,,
お じ,4,,
え が,4,,
え ぇ,4,,
え あ,4,,
う 願,4,,request
う 終,4,,end
う 大,4,,large
う う,4,,
い 閣,4,,tall
い 待,4,,wait
い 子,4,,child
い 大,4,,large
い ろ,4,,
い も,4,,
い に,4,,
あ 神,4,,god
あ ち,4,,
あ さ,4,,
々 は,4,,
ﾙ ﾏ,3,,
ﾏ ﾝ,3,,
ｱ ﾙ,3,,
黙 り,3,silence,
鹿 な,3,deer,
魔 し,3,witch,
驚 き,3,wonder,
駄 だ,3,burdensome,
風 に,3,wind,
願 う,3,request,
題 で,3,topic,
題 だ,3,topic,
離 せ,3,detach,
隠 れ,3,conceal,
降 ろ,3,descend,
間 を,3,interval,
間 は,3,interval,
開 始,3,open,begin
長 い,3,long,
金 は,3,gold,
重 に,3,heavy,
配 し,3,distribute,
道 を,3,road,
遅 れ,3,slow,
遅 か,3,slow,
通 し,3,"""pass",
返 し,3,return,
近 づ,3,near,
込 め,3,crowded,
車 に,3,car,
貴 方,3,precious,direction
護 す,3,safeguard,
警 官,3,"""guard","""government"
警 告,3,"""guard",tell
誕 生,3,nativity,life
誓 う,3,vow,
認 め,3,recognize,
話 で,3,talk,
話 そ,3,talk,
試 し,3,test,
証 明,3,evidence,bright
許 さ,3,permit,
言 葉,3,say,leaf
解 だ,3,untie,
視 し,3,"""look",
視 さ,3,"""look",
脅 威,3,threaten,intimidate
聞 か,3,hear,
者 は,3,someone,
者 と,3,someone,
翻 訳,3,flip,translate
美 咲,3,beauty,blossom
置 い,3,put,
緊 急,3,tense,hurry
綺 麗,3,,lovely
結 婚,3,tie,marriage
笑 い,3,laugh,
空 の,3,sky,
私 た,3,me,
神 父,3,god,father
祈 る,3,pray,
礼 す,3,thanks,
直 に,3,straight,
直 す,3,straight,
皆 さ,3,all,
的 に,3,target,
由 は,3,reason,
用 か,3,use,
生 日,3,life,day
理 よ,3,reason,
犯 罪,3,crime,guilt
爆 弾,3,explode,bullet
満 足,3,full,foot
渡 せ,3,transit,
渡 し,3,transit,
法 は,3,method,
決 ま,3,decide,
気 持,3,feeling,hold
気 そ,3,feeling,
毒 に,3,poison,
死 な,3,death,
正 解,3,correct,untie
歓 迎,3,delight,welcome
機 嫌,3,machine,dislike
様 で,3,"""formal",
本 物,3,book,thing
最 初,3,most,first
普 通,3,universal,"""pass"
時 如,3,time,likeness
時 も,3,time,
早 い,3,early,
日 お,3,day,
方 は,3,direction,
新 た,3,new,
教 授,3,teach,instruct
政 府,3,politics,"""urban"
撃 っ,3,beat,
援 護,3,aid,safeguard
捕 す,3,catch,
拠 は,3,foothold,
手 遅,3,hand,slow
戻 れ,3,re-,
我 慢,3,ego,ridicule
慮 す,3,prudence,
慎 重,3,humility,heavy
意 は,3,idea,
想 像,3,concept,statue
恐 れ,3,fear,
怖 が,3,dreadful,
怖 か,3,dreadful,
念 で,3,thought,
忙 し,3,busy,
後 退,3,behind,retreat
後 の,3,behind,
後 だ,3,behind,
彼 の,3,he,
当 事,3,hit,"""abstract"
当 で,3,hit,
引 っ,3,pull,
度 も,3,degrees,
府 は,3,"""urban",
帰 れ,3,return,
字 幕,3,letter,curtain
妙 だ,3,exquisite,
奴 ら,3,guy,
奴 は,3,guy,
奴 だ,3,guy,
女 に,3,woman,
女 が,3,woman,
奥 さ,3,heart,
奇 妙,3,strange,exquisite
夫 な,3,husband,
大 尉,3,large,"""military"
大 佐,3,large,help
外 に,3,outside,
地 面,3,ground,face
地 獄,3,ground,prison
嘘 を,3,,
問 は,3,question,
問 だ,3,question,
問 が,3,question,
呼 吸,3,call,suck
呼 び,3,call,
味 が,3,flavor,
吸 し,3,suck,
君 だ,3,you,
同 感,3,same,feeling
司 令,3,director,orders
号 が,3,number,
口 を,3,mouth,
取 れ,3,take,
友 子,3,friend,child
北 の,3,north,
動 け,3,move,
動 か,3,move,
力 し,3,power,
前 な,3,"""in",
判 ら,3,judge,
初 め,3,first,
刑 事,3,punish,"""abstract"
分 ら,3,part,
出 発,3,exit,departure
出 よ,3,exit,
出 す,3,exit,
凶 悪,3,villain,bad
全 然,3,whole,so
先 に,3,previous,
僕 が,3,me,
備 完,3,provide,perfect
備 で,3,provide,
備 し,3,provide,
供 の,3,offer,
何 よ,3,what,
位 置,3,rank,put
伝 っ,3,transmit,
休 め,3,rest,
件 は,3,affair,
令 官,3,orders,"""government"
他 の,3,other,
今 行,3,now,go
今 回,3,now,times
今 か,3,now,
人 と,3,person,
人 で,3,person,
人 々,3,person,
事 者,3,"""abstract",someone
事 件,3,"""abstract",affair
事 よ,3,"""abstract",
中 へ,3,middle,
不 断,3,non-,"""cut"
不 可,3,non-,possible
上 だ,3,up,
ー バ,3,,
ー デ,3,,
ー チ,3,,
ー ゼ,3,,
ー グ,3,,
ー エ,3,,
ー を,3,,
ー の,3,,
ー っ,3,,
ン ロ,3,,
ン ペ,3,,
ン プ,3,,
ン テ,3,,
ン ソ,3,,
ン サ,3,,
ン さ,3,,
ワ ト,3,,
ワ オ,3,,
ロ ラ,3,,
ロ ボ,3,,
ロ ビ,3,,
ロ ニ,3,,
ロ デ,3,,
ロ エ,3,,
ル ビ,3,,
ル コ,3,,
ル イ,3,,
リ ル,3,,
リ リ,3,,
リ ラ,3,,
リ ビ,3,,
リ チ,3,,
ラ ヴ,3,,
ヨ ー,3,,
ョ ニ,3,,
ョ ウ,3,,
ュ ア,3,,
ヤ ー,3,,
ャ シ,3,,
ャ ザ,3,,
モ ア,3,,
ム ス,3,,
ム を,3,,
ミ ア,3,,
マ ウ,3,,
マ は,3,,
ボ ブ,3,,
ボ ッ,3,,
ホ 宮,3,,"""Shinto"
ホ ッ,3,,
ペ ニ,3,,
ヘ レ,3,,
プ リ,3,,
プ ラ,3,,
ブ ロ,3,,
フ レ,3,,
ピ エ,3,,
ビ ル,3,,
ビ リ,3,,
ビ ア,3,,
ヒ ロ,3,,
パ ス,3,,
パ は,3,,
バ ル,3,,
バ ス,3,,
ハ ル,3,,
ハ リ,3,,
ノ ア,3,,
ネ ー,3,,
ネ ッ,3,,
ネ イ,3,,
ニ エ,3,,
ナ ジ,3,,
ド レ,3,,
ド ニ,3,,
ド ウ,3,,
ト ソ,3,,
ト ゥ,3,,
デ レ,3,,
テ ン,3,,
テ ロ,3,,
ッ ツ,3,,
ッ キ,3,,
ダ ル,3,,
タ レ,3,,
タ リ,3,,
タ ク,3,,
ソ フ,3,,
セ ン,3,,
セ バ,3,,
ズ イ,3,,
ズ さ,3,,
ス ノ,3,,
ス だ,3,,
ス し,3,,
ジ ム,3,,
ジ で,3,,
シ ロ,3,,
ザ ベ,3,,
サ マ,3,,
ゴ ル,3,,
コ ブ,3,,
ゲ ー,3,,
ケ リ,3,,
ケ ビ,3,,
ケ ガ,3,,
グ デ,3,,
グ ッ,3,,
ク ー,3,,
ギ ー,3,,
キ ュ,3,,
キ シ,3,,
キ エ,3,,
ガ モ,3,,
ガ ス,3,,
カ 言,3,,say
カ レ,3,,
オ ン,3,,
オ レ,3,,
オ ッ,3,,
エ レ,3,,
エ ナ,3,,
エ ド,3,,
エ ス,3,,
ェ ム,3,,
ゥ ギ,3,,
イ ヴ,3,,
イ マ,3,,
イ ナ,3,,
イ デ,3,,
イ チ,3,,
イ ソ,3,,
イ ジ,3,,
イ オ,3,,
ィ ア,3,,
ア メ,3,,
ア ム,3,,
ア デ,3,,
ア ダ,3,,
ア ク,3,,
ア ア,3,,
ん ち,3,,
ん が,3,,
ん う,3,,
を 考,3,,think
を 置,3,,put
を 祈,3,,pray
を 知,3,,know
を 助,3,,help
を 使,3,,use
を や,3,,
を お,3,,
を あ,3,,
わ れ,3,,
わ お,3,,
わ あ,3,,
ろ は,3,,
れ 様,3,,"""formal"
れ 何,3,,what
れ ら,3,,
れ と,3,,
れ ず,3,,
れ じ,3,,
れ く,3,,
る 為,3,,do
る 時,3,,time
る は,3,,
る せ,3,,
り 合,3,,fit
り ろ,3,,
り さ,3,,
り か,3,,
ら ま,3,,
ら ば,3,,
ら の,3,,
ら ね,3,,
ら す,3,,
ら え,3,,
よ り,3,,
よ こ,3,,
よ い,3,,
や 別,3,,separate
や ま,3,,
や そ,3,,
ゃ 何,3,,what
も 無,3,,nothing
も 分,3,,part
も さ,3,,
め ら,3,,
め き,3,,
む よ,3,,
ま ん,3,,
ほ う,3,,
へ え,3,,
ふ ん,3,,
ふ う,3,,
び っ,3,,
ひ と,3,,
ば な,3,,
は 言,3,,say
は 見,3,,see
は 良,3,,good
は 監,3,,oversee
は 殺,3,,kill
は 正,3,,correct
は パ,3,,
は っ,3,,
は す,3,,
は ぁ,3,,
の 頃,3,,times
の 音,3,,sound
の 調,3,,investigate
の 着,3,,wear
の 用,3,,use
の 王,3,,king
の 日,3,,day
の 方,3,,direction
の ク,3,,
の り,3,,
ね ぇ,3,,
に 誰,3,,"""who"
に 言,3,,say
に 伏,3,,prostrated
に つ,3,,
に さ,3,,
に が,3,,
に か,3,,
な 風,3,,wind
な 死,3,,death
な は,3,,
な な,3,,
な と,3,,
な け,3,,
な が,3,,
な お,3,,
ど ち,3,,
と 失,3,,lose
と ね,3,,
と じ,3,,
で 会,3,,association
で た,3,,
て 君,3,,you
て 何,3,,what
て の,3,,
て っ,3,,
て そ,3,,
つ で,3,,
ち 行,3,,go
ち よ,3,,
ち で,3,,
だ 終,3,,end
だ 生,3,,life
だ 分,3,,part
だ れ,3,,
だ ら,3,,
だ の,3,,
だ あ,3,,
た 通,3,,"""pass"
た 誰,3,,"""who"
た 明,3,,bright
た 分,3,,part
た 事,3,,"""abstract"
た ろ,3,,
た と,3,,
そ ら,3,,
ぜ 分,3,,part
ぜ だ,3,,
せ に,3,,
じ な,3,,
し 合,3,,fit
し れ,3,,
し め,3,,
ご 用,3,,use
ご く,3,,
げ ら,3,,
け 直,3,,straight
け ん,3,,
け で,3,,
け か,3,,
く 見,3,,see
く は,3,,
く つ,3,,
く っ,3,,
く せ,3,,
き よ,3,,
き し,3,,
が 開,3,,open
が 見,3,,see
が 無,3,,nothing
が 欲,3,,longing
が 出,3,,exit
が そ,3,,
が す,3,,
か 飲,3,,drink
か 助,3,,help
か 分,3,,part
か つ,3,,
か す,3,,
か く,3,,
お 邪,3,,wicked
お 入,3,,enter
お 元,3,,origin
お 会,3,,association
お ば,3,,
お そ,3,,
お け,3,,
お お,3,,
え ら,3,,
え ど,3,,
え い,3,,
う 遅,3,,slow
う 言,3,,say
う 時,3,,time
う ら,3,,
う め,3,,
う ぶ,3,,
う つ,3,,
い 質,3,,quality
い こ,3,,
あ 来,3,,come
あ 大,3,,large
あ 何,3,,what
あ わ,3,,
あ う,3,,
ぁ ね,3,,
ぁ そ,3,,
々 を,3,,
ﾞ ﾙ,2,,
ﾝ ﾄ,2,,
ﾘ ﾝ,2,,
ﾄ ﾞ,2,,
ﾄ ﾘ,2,,
麗 だ,2,lovely,
鹿 げ,2,deer,
魔 す,2,witch,
魅 力,2,fascination,power
高 校,2,tall,school
駆 逐,2,drive,pursue
駄 よ,2,burdensome,
飲 ん,2,drink,
飲 め,2,drink,
食 事,2,eat,"""abstract"
食 は,2,eat,
題 発,2,topic,departure
題 は,2,topic,
題 か,2,topic,
頼 ん,2,trust,
頼 み,2,trust,
面 に,2,face,
静 粛,2,quiet,solemn
青 空,2,blue,sky
難 し,2,difficult,
離 し,2,detach,
雑 な,2,miscellaneous,
集 中,2,collect,middle
隠 密,2,conceal,secrecy
隠 し,2,conceal,
隊 長,2,group,long
険 だ,2,precipitous,
関 知,2,related,know
関 わ,2,related,
間 切,2,interval,cut
間 に,2,interval,
開 発,2,open,departure
開 く,2,open,
門 を,2,gates,
錠 を,2,lock,
銃 だ,2,gun,
金 だ,2,gold,
野 朗,2,field,melodious
酷 い,2,cruel,
配 は,2,distribute,
避 難,2,evade,difficult
選 択,2,choose,choose
遠 君,2,far,you
遠 に,2,far,
違 え,2,differ,
達 也,2,attain,
達 だ,2,attain,
運 転,2,carry,revolve
遅 刻,2,slow,engrave
遅 す,2,slow,
進 め,2,advance,
速 人,2,fast,person
速 く,2,fast,
通 の,2,"""pass",
逐 艦,2,pursue,warship
逃 し,2,escape,
逃 が,2,escape,
退 し,2,retreat,
追 い,2,follow,
返 せ,2,return,
近 寄,2,near,approach
迎 す,2,welcome,
車 か,2,car,
身 は,2,body,
距 離,2,long-distance,detach
足 か,2,foot,
起 動,2,"""wake",move
走 れ,2,run,
走 っ,2,run,
賛 成,2,approve,become
貸 せ,2,lend,
貴 様,2,precious,"""formal"
責 任,2,blame,responsibility
責 め,2,blame,
護 し,2,safeguard,
警 部,2,"""guard",part
諸 君,2,various,you
諦 め,2,abandon,
談 じ,2,discuss,
調 だ,2,investigate,
誰 を,2,"""who",
誰 と,2,"""who",
語 字,2,language,letter
誓 っ,2,vow,
話 は,2,talk,
話 の,2,talk,
話 に,2,talk,
証 拠,2,evidence,foothold
触 ら,2,contact,
解 き,2,untie,
覚 悟,2,memorize,enlightenment
見 逃,2,see,escape
見 覚,2,see,memorize
見 失,2,see,lose
見 事,2,see,"""abstract"
見 な,2,see,
要 求,2,need,request
要 ら,2,need,
襲 わ,2,attack,
複 雑,2,duplicate,miscellaneous
裏 切,2,back,cut
裁 判,2,judge,judge
街 を,2,street,
行 し,2,go,
苦 し,2,suffer,
色 々,2,color,
良 し,2,good,
艦 長,2,warship,long
艦 が,2,warship,
般 人,2,generally,person
舞 う,2,dance,
自 殺,2,oneself,kill
臆 病,2,timidity,sick
膝 を,2,knee,
腹 す,2,abdomen,
脱 出,2,undress,exit
脱 げ,2,undress,
能 だ,2,ability,
胸 に,2,bosom,
聴 い,2,listen,
耐 え,2,resistant,
者 め,2,someone,
者 な,2,someone,
者 で,2,someone,
置 に,2,put,
置 け,2,put,
罪 ま,2,guilt,
繰 り,2,winding,
給 油,2,salary,oil
絡 し,2,entwine,
粛 に,2,solemn,
答 し,2,answer,
笑 わ,2,laugh,
笑 し,2,laugh,
笑 え,2,laugh,
立 て,2,"""stand",
立 つ,2,"""stand",
立 っ,2,"""stand",
突 撃,2,stab,beat
秘 密,2,secret,secrecy
科 学,2,section,study
私 達,2,me,attain
私 よ,2,me,
私 で,2,me,
私 じ,2,me,
神 よ,2,god,
神 の,2,god,
目 標,2,eye,signpost
目 だ,2,eye,
皆 殺,2,all,kill
皆 様,2,all,"""formal"
的 だ,2,target,
白 く,2,white,
発 生,2,departure,life
発 だ,2,departure,
発 し,2,departure,
痛 っ,2,pain,
病 者,2,sick,someone
病 気,2,sick,feeling
界 に,2,world,
男 は,2,male,
男 の,2,male,
由 だ,2,reason,
用 件,2,use,affair
生 存,2,life,suppose
璧 だ,2,sphere,
理 性,2,reason,gender
理 で,2,reason,
現 実,2,appear,truth
現 在,2,appear,exist
獄 に,2,prison,
状 況,2,form,condition
特 に,2,special,
物 だ,2,thing,
父 様,2,father,"""formal"
父 上,2,father,up
父 は,2,father,
父 の,2,father,
熱 い,2,heat,
然 で,2,so,
然 だ,2,so,
無 用,2,nothing,use
無 意,2,nothing,idea
渡 れ,2,transit,
済 ま,2,settle,
深 呼,2,deep,call
泳 ぐ,2,swim,
泥 棒,2,mud,rod
油 中,2,oil,middle
決 意,2,decide,idea
決 め,2,decide,
求 は,2,request,
水 を,2,water,
気 付,2,feeling,attach
気 は,2,feeling,
残 酷,2,remainder,cruel
死 ね,2,death,
正 気,2,correct,feeling
正 体,2,correct,body
次 第,2,next,"""ordinal"
次 の,2,next,
次 だ,2,next,
様 子,2,"""formal",child
構 え,2,construct,
構 い,2,construct,
楽 に,2,pleasure,
根 拠,2,root,foothold
栄 で,2,prosperity,
果 て,2,fruit,
来 に,2,come,
本 語,2,book,language
未 来,2,"""not",come
有 り,2,have,
最 近,2,most,near
替 え,2,exchange,
曜 日,2,"""day",day
時 に,2,time,
時 々,2,time,
星 が,2,star,
明 ら,2,bright,
明 で,2,bright,
明 す,2,bright,
早 う,2,early,
日 本,2,day,book
方 が,2,direction,
断 る,2,"""cut",
文 字,2,writing,letter
救 急,2,salvation,hurry
故 で,2,circumstances,
故 だ,2,circumstances,
支 配,2,branch,distribute
撃 て,2,beat,
撃 ち,2,beat,
撃 だ,2,beat,
携 帯,2,portable,sash
提 供,2,present,offer
捕 さ,2,catch,
挙 げ,2,raise,
押 せ,2,push,
抵 抗,2,resist,confront
投 げ,2,throw,
承 知,2,acquiesce,know
手 錠,2,hand,lock
手 段,2,hand,steps
手 く,2,hand,
扉 を,2,"""front",
所 だ,2,place,
戻 ろ,2,re-,
戻 し,2,re-,
戦 争,2,war,conflict
戦 え,2,war,
我 が,2,ego,
成 し,2,become,
慢 し,2,ridicule,
慌 て,2,disconcerted,
愚 か,2,foolish,
意 を,2,idea,
情 報,2,feelings,report
悲 し,2,sad,
悪 犯,2,bad,crime
悪 な,2,bad,
悔 や,2,repent,
息 を,2,breath,
息 が,2,breath,
恐 ら,2,fear,
怪 我,2,suspicious,ego
急 車,2,hurry,car
急 事,2,hurry,"""abstract"
急 ぐ,2,hurry,
怖 く,2,dreadful,
怒 っ,2,angry,
念 の,2,thought,
念 な,2,thought,
御 意,2,honorable,idea
後 は,2,behind,
待 機,2,wait,machine
待 た,2,wait,
彼 だ,2,he,
当 局,2,hit,office
当 は,2,hit,
当 な,2,hit,
弾 だ,2,bullet,
強 く,2,strong,
張 る,2,stretch,
引 け,2,pull,
引 き,2,pull,
座 れ,2,sit,
座 り,2,sit,
度 言,2,degrees,say
年 後,2,year,behind
年 前,2,year,"""in"
年 も,2,year,
左 左,2,"""left","""left"
左 だ,2,"""left",
屋 上,2,roof,up
居 場,2,reside,place
居 ろ,2,reside,
局 に,2,office,
尽 く,2,exhaust,
少 な,2,few,
少 々,2,few,
小 僧,2,small,"""Buddhist"
将 軍,2,leader,army
察 よ,2,guess,
寒 い,2,cold,
密 に,2,secrecy,
寄 る,2,approach,
容 疑,2,contain,doubt
実 際,2,truth,occasion
実 は,2,truth,
安 官,2,cheap,"""government"
存 在,2,suppose,exist
子 ね,2,child,
子 ど,2,child,
子 う,2,child,
嬢 さ,2,lass,
娠 し,2,"""with",
娘 だ,2,daughter,
威 か,2,intimidate,
妊 娠,2,pregnancy,"""with"
女 か,2,woman,
奥 様,2,heart,"""formal"
失 せ,2,lose,
大 き,2,large,
夜 は,2,night,
多 す,2,many,
外 れ,2,outside,
外 せ,2,outside,
夏 美,2,summer,beauty
変 ね,2,change,
変 な,2,change,
壊 れ,2,demolition,
報 は,2,report,
執 行,2,tenacious,go
地 球,2,ground,sphere
国 の,2,country,
因 は,2,cause,
嘘 よ,2,,
嘘 じ,2,,
喋 る,2,,
問 に,2,question,
呼 ん,2,call,
味 は,2,flavor,
味 で,2,flavor,
君 な,2,you,
君 か,2,you,
向 か,2,"""over",
吐 き,2,spit,
合 体,2,fit,body
合 は,2,fit,
合 っ,2,fit,
右 だ,2,"""right",
可 笑,2,possible,laugh
友 人,2,friend,person
参 っ,2,participate,
単 な,2,simple,
動 す,2,move,
動 い,2,move,
労 さ,2,labour,
力 に,2,power,
前 進,2,"""in",advance
前 ら,2,"""in",
前 も,2,"""in",
前 へ,2,"""in",
前 か,2,"""in",
刻 だ,2,engrave,
判 長,2,judge,long
判 り,2,judge,
初 か,2,first,
切 り,2,cut,
分 を,2,part,
分 り,2,part,
分 な,2,part,
分 で,2,part,
出 番,2,exit,"""one's"
出 な,2,exit,
処 だ,2,dispose,
凄 い,2,uncanny,
再 び,2,again,
全 な,2,whole,
入 ら,2,enter,
免 な,2,excuse,
光 栄,2,ray,prosperity
兄 弟,2,"""older","""younger"
僕 じ,2,me,
像 で,2,statue,
備 い,2,provide,
俺 達,2,i,attain
信 用,2,trust,use
保 護,2,preserve,safeguard
保 安,2,preserve,cheap
例 え,2,example,
使 う,2,use,
何 度,2,what,degrees
何 っ,2,what,
何 こ,2,what,
伸 ば,2,lengthen,
伝 お,2,transmit,
伝 え,2,transmit,
伝 い,2,transmit,
会 っ,2,association,
休 ん,2,rest,
休 み,2,rest,
任 だ,2,responsibility,
件 の,2,affair,
仲 間,2,relationship,interval
仰 せ,2,face-up,
付 か,2,attach,
今 何,2,now,what
今 よ,2,now,
今 だ,2,now,
人 を,2,person,
人 が,2,person,
人 い,2,person,
亡 く,2,deceased,
互 い,2,mutually,
事 故,2,"""abstract",circumstances
事 態,2,"""abstract",condition
事 中,2,"""abstract",middle
乗 る,2,ride,
中 の,2,middle,
中 で,2,middle,
中 だ,2,middle,
中 し,2,middle,
両 方,2,both,direction
両 手,2,both,hand
世 話,2,world,talk
不 能,2,non-,ability
不 明,2,non-,bright
上 手,2,up,hand
上 よ,2,up,
一 般,2,one,generally
一 回,2,one,times
一 人,2,one,person
一 つ,2,one,
ヾ チ,2,,
ー 大,2,,large
ー ヴ,2,,
ー ヨ,2,,
ー ヤ,2,,
ー ホ,2,,
ー ニ,2,,
ー コ,2,,
ー に,2,,
ー と,2,,
ー だ,2,,
ー し,2,,
ー お,2,,
ー え,2,,
ー あ,2,,
ン ブ,2,,
ン ビ,2,,
ン パ,2,,
ン バ,2,,
ン セ,2,,
ン ゴ,2,,
ン カ,2,,
ン を,2,,
ン よ,2,,
ン だ,2,,
ワ ォ,2,,
ロ 行,2,,go
ロ レ,2,,
ロ モ,2,,
ロ ブ,2,,
ロ バ,2,,
ロ ス,2,,
ロ シ,2,,
レ ベ,2,,
レ ブ,2,,
レ ニ,2,,
レ タ,2,,
レ オ,2,,
レ は,2,,
ル 駆,2,,drive
ル リ,2,,
ル ヤ,2,,
ル デ,2,,
ル グ,2,,
ル は,2,,
ル だ,2,,
リ ュ,2,,
リ フ,2,,
リ タ,2,,
リ ジ,2,,
リ シ,2,,
リ コ,2,,
リ オ,2,,
リ ィ,2,,
リ だ,2,,
ラ ボ,2,,
ラ パ,2,,
ラ ハ,2,,
ラ ジ,2,,
ラ ゴ,2,,
ラ コ,2,,
ョ フ,2,,
ョ シ,2,,
ョ エ,2,,
ユ ー,2,,
ュ ミ,2,,
ュ ニ,2,,
ヤ ッ,2,,
ヤ ダ,2,,
ヤ よ,2,,
ャ ド,2,,
