text,popularity,meaning1,meaning2
e dal,721309,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",contraction of da + il; from the
tra l',720982,between,"apocopic form of il/lo, la: the"
si fermò,719658,"oneself, himself, herself, itself, themselves",third-person singular past historic of fermare
intenzione di,718845,"intention, intent, purpose, mind, wish","used to indicate possession, after the thing owned and before the owner; of; ’s"
nome di,717822,name,"used to indicate possession, after the thing owned and before the owner; of; ’s"
sul suo,716874,contraction of su + il: on the,"his, her, its"
il controllo,716418,the,"check, control, verification, examination, inspection"
ex art,714718,"Ellipsis of ex-fidanzato, ex-fidanzata, ex-marito, ex-moglie, ex-coniuge: anybody the subject has been formerly married or betrothed to.",
alle sue,712054,"contraction of a le; to the, at the",plural of sua
nel tempo,711498,contraction of in il; in the,time
attraverso il,710460,through,the
che erano,710149,what; which,third-person plural imperfect indicative of essere
il che,709722,the,what; which
solo in,709305,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome",in
della Repubblica,709228,"contraction of di la; of the, from the",republic
a letto,708580,"The first letter of the Italian alphabet, called a and written in the Latin script.",bed
fosse stato,708542,third-person singular imperfect subjunctive of essere,"state (physical property of matter as solid, liquid, gas or plasma)"
era già,708300,"age, epoch, period","already, yet"
più a,708246,comparative degree of molto; more,"The first letter of the Italian alphabet, called a and written in the Latin script."
o un,707624,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.","apocopic form of uno: a, an"
Stati Uniti,706971,plural of stato,masculine plural of unito
e dalla,705456,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","contraction of da + la, literally “from the”"
si mise,705427,"oneself, himself, herself, itself, themselves",third-person singular past historic of mettere
la sera,705417,the,evening
mi è,705327,clitic accusative of io. me,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
con te,704599,"with, together","you, thee"
la domanda,703257,the,question
ma era,703218,"but, however","age, epoch, period"
la risposta,702656,the,"answer, reply, response, feedback"
d' un,702127,apocopic form of di: of,"apocopic form of uno: a, an"
il punto,701431,the,"point (all senses), jot, iota"
davanti al,701153,at the front; in front,"contraction of a + il, literally “to the, at the”"
aveva mai,699893,third-person singular imperfect indicative of avere,never
una sola,699865,feminine singular of uno,feminine singular of solo
si avvicinò,699459,"oneself, himself, herself, itself, themselves",third-person singular past historic of avvicinare
al mio,699403,"contraction of a + il, literally “to the, at the”",my; of mine (used attributively)
le gambe,699330,the,plural of gamba
dei beni,699007,"contraction of di + i; of the, from the",plural of bene
di tipo,698865,"used to indicate possession, after the thing owned and before the owner; of; ’s","standard, model, average, stock"
momento di,698607,moment,"used to indicate possession, after the thing owned and before the owner; of; ’s"
un lato,698463,"apocopic form of uno: a, an",side
e ne,698411,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",abbreviation of nordest; northeast
la persona,697585,the,"person, pl people, persons"
di controllo,696625,"used to indicate possession, after the thing owned and before the owner; of; ’s","check, control, verification, examination, inspection"
e allora,696483,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",then (at that time)
è per,696106,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",for
si trovava,695934,"oneself, himself, herself, itself, themselves",third-person singular imperfect indicative of trovare
un sistema,695873,"apocopic form of uno: a, an",system
al contrario,695844,"contraction of a + il, literally “to the, at the”","contrary, opposite, alien"
che anche,695603,what; which,"also, too, as well, besides"
per sempre,695000,for,always
più o,693697,comparative degree of molto; more,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script."
che avevo,693502,what; which,first-person singular imperfect indicative of avere
da me,693493,from (all senses),me
la pena,693239,the,pain
lei e,693088,she,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
a Roma,692748,"The first letter of the Italian alphabet, called a and written in the Latin script.","Rome (a major city, the capital of Italy and the Italian region of Lazio, located on the Tiber River; the ancient capital of the Roman Empire)"
quando non,692697,when,not
dentro di,692608,inside; indoors,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di riferimento,690134,"used to indicate possession, after the thing owned and before the owner; of; ’s","reference, mention"
secondo le,690042,second,the
come le,689487,how,the
termini di,689207,plural of termine,"used to indicate possession, after the thing owned and before the owner; of; ’s"
questa volta,688759,feminine singular of questo,"time, instance, occasion"
e ha,688441,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",third-person singular present indicative of avere and (obsolete) havere
si applicano,688206,"oneself, himself, herself, itself, themselves",third-person plural present indicative of applicare
ma l',687753,"but, however","apocopic form of il/lo, la: the"
dal momento,687490,contraction of da + il; from the,moment
il ragazzo,687190,the,"boy, young man"
milioni di,687150,plural of milione,"used to indicate possession, after the thing owned and before the owner; of; ’s"
a vedere,686540,"The first letter of the Italian alphabet, called a and written in the Latin script.",to see
deciso di,685755,past participle of decidere,"used to indicate possession, after the thing owned and before the owner; of; ’s"
non avevo,685732,not,first-person singular imperfect indicative of avere
in questi,685312,in,masculine plural of questo
il cielo,685154,the,sky
me lo,684462,me,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the"
del corpo,684266,"contraction of di + il; some, of the, from the",body (the physical structure of a human or animal)
la guerra,683190,the,"war, warfare"
delle persone,681740,"contraction of di le; of the, from the",plural of persona
in sede,681409,in,venue
nella mia,681310,contraction of in la; in the,feminine singular of mio
rispetto al,680792,"respect, deference","contraction of a + il, literally “to the, at the”"
le modalità,680737,the,"method, way, manner"
una piccola,680092,feminine singular of uno,singular feminine of piccolo
il nuovo,680078,the,new
e quella,679945,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",feminine singular of quello
doveva essere,679760,third-person singular imperfect indicative of dovere,Used as a copula. to be
dice che,679728,third-person singular present indicative of dire,what; which
con riferimento,679692,"with, together","reference, mention"
di legno,678958,"used to indicate possession, after the thing owned and before the owner; of; ’s",wood (the material)
fece un,678820,third-person singular past historic of fare,"apocopic form of uno: a, an"
l' ultimo,677793,"apocopic form of il/lo, la: the",last
a seguito,677404,"The first letter of the Italian alphabet, called a and written in the Latin script.",past participle of seguire
a quelle,677218,"The first letter of the Italian alphabet, called a and written in the Latin script.",feminine plural of quello
secondo il,676586,second,the
l' attività,675884,"apocopic form of il/lo, la: the","activity, operation"
certo che,675860,"certain, sure",what; which
il bambino,675307,the,"child, baby, toddler, tot (male or of unspecified gender)"
modo da,675019,"manner, way",from (all senses)
anni di,672774,plural of anno,"used to indicate possession, after the thing owned and before the owner; of; ’s"
vita e,672665,life,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
nel quale,672142,contraction of in il; in the,what?
aveva un,672039,third-person singular imperfect indicative of avere,"apocopic form of uno: a, an"
me e,671454,me,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
a ogni,670810,"The first letter of the Italian alphabet, called a and written in the Latin script.","each, every"
questo modo,669370,"this, these","manner, way"
solo che,668659,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome",what; which
insieme a,666780,together,"The first letter of the Italian alphabet, called a and written in the Latin script."
corte di,666650,courtyard,"used to indicate possession, after the thing owned and before the owner; of; ’s"
riuscito a,666444,that has had a certain outcome or result,"The first letter of the Italian alphabet, called a and written in the Latin script."
ma io,666373,"but, however",I (the first-person singular nominative pronoun)
era più,665903,"age, epoch, period",comparative degree of molto; more
del fatto,665566,"contraction of di + il; some, of the, from the","done, made"
ci siamo,664796,The name of the Latin script letter C/c.; cee,inflection of essere:
la questione,664187,the,"question, issue, matter, point"
la fine,663073,the,thin
riuscì a,662933,third-person singular past historic of riuscire,"The first letter of the Italian alphabet, called a and written in the Latin script."
i propri,662368,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of proprio
di far,662136,"used to indicate possession, after the thing owned and before the owner; of; ’s",apocopic form of fare
è anche,661799,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","also, too, as well, besides"
ne sono,660843,abbreviation of nordest; northeast,"first-person singular present indicative of essere: (I) am, I'm"
quando l',660366,when,"apocopic form of il/lo, la: the"
si applica,660340,"oneself, himself, herself, itself, themselves",inflection of applicare:
la società,659853,the,"society, community"
quel punto,659463,"apocopic form of quello, used before a consonant (except impure s, gn, pn, ps, x, z)","point (all senses), jot, iota"
è proprio,658876,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","one's, one's own, her (own), its (own), their (own)"
con l,658858,"with, together","The tenth letter of the Italian alphabet, called elle and written in the Latin script."
non appena,658843,not,"barely, hardly"
ma a,658661,"but, however","The first letter of the Italian alphabet, called a and written in the Latin script."
gli effetti,658576,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",plural of effetto
occhi e,658356,plural of occhio,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
non riusciva,658191,not,third-person singular imperfect indicative of riuscire
a guardare,658157,"The first letter of the Italian alphabet, called a and written in the Latin script.","to look at, to watch, to glance or gaze at"
solo il,657652,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome",the
a suo,656761,"The first letter of the Italian alphabet, called a and written in the Latin script.","his, her, its"
che abbiamo,655922,what; which,inflection of avere:
non voleva,654641,not,third-person singular imperfect indicative of volere
senza che,654297,without,what; which
del Consiglio,653527,"contraction of di + il; some, of the, from the","advice, counsel"
a favore,653308,"The first letter of the Italian alphabet, called a and written in the Latin script.",favour/favor
sono un,652136,"first-person singular present indicative of essere: (I) am, I'm","apocopic form of uno: a, an"
è come,651871,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",how
della propria,651811,"contraction of di la; of the, from the",feminine singular of proprio
e ai,650589,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","contraction of a i; to the, at the"
si trattava,650336,"oneself, himself, herself, itself, themselves",third-person singular imperfect indicative of trattare
di poter,650130,"used to indicate possession, after the thing owned and before the owner; of; ’s",apocopic form of potere
potrebbe essere,650090,third-person singular conditional of potere,Used as a copula. to be
per tutto,649690,for,all
che hai,648665,what; which,second-person singular present indicative of avere and (obsolete) havere
di altri,648439,"used to indicate possession, after the thing owned and before the owner; of; ’s","someone else, another"
sia stato,647988,inflection of essere:,"state (physical property of matter as solid, liquid, gas or plasma)"
del loro,647593,"contraction of di + il; some, of the, from the","they, them"
a parte,647443,"The first letter of the Italian alphabet, called a and written in the Latin script.",part
un solo,647307,"apocopic form of uno: a, an","alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome"
tentativo di,647302,"attempt, try, effort, shot, endeavour/endeavor","used to indicate possession, after the thing owned and before the owner; of; ’s"
che l,646459,what; which,"The tenth letter of the Italian alphabet, called elle and written in the Latin script."
le condizioni,645833,the,plural of condizione
il senso,643345,the,sense
rapporto di,642434,"report, statement, account","used to indicate possession, after the thing owned and before the owner; of; ’s"
d' acqua,642421,apocopic form of di: of,water
in due,642355,in,two
le proprie,642113,the,feminine plural of proprio
di Roma,641684,"used to indicate possession, after the thing owned and before the owner; of; ’s","Rome (a major city, the capital of Italy and the Italian region of Lazio, located on the Tiber River; the ancient capital of the Roman Empire)"
ma di,641255,"but, however","used to indicate possession, after the thing owned and before the owner; of; ’s"
suo corpo,640779,"his, her, its",body (the physical structure of a human or animal)
non per,640738,not,for
dal punto,640647,contraction of da + il; from the,"point (all senses), jot, iota"
conto di,640448,calculation,"used to indicate possession, after the thing owned and before the owner; of; ’s"
concetto di,636800,concept,"used to indicate possession, after the thing owned and before the owner; of; ’s"
fine del,636682,thin,"contraction of di + il; some, of the, from the"
a poco,636606,"The first letter of the Italian alphabet, called a and written in the Latin script.","little, not much"
una bella,636093,feminine singular of uno,"beauty, belle (beautiful woman)"
è già,633780,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","already, yet"
il vostro,633691,the,your; plural and polite forms
in ordine,633494,in,"order (command, instruction)"
in attesa,633381,in,feminine singular of atteso
come in,633323,how,in
e ora,632686,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",hour (a unit of time of one twenty-fourth of a day (sixty minutes))
una buona,631720,feminine singular of uno,feminine singular of buono
e quello,629907,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","that, those"
invece di,629822,"instead, but, whereas, on the contrary","used to indicate possession, after the thing owned and before the owner; of; ’s"
in genere,629675,in,kind
quel giorno,629546,"apocopic form of quello, used before a consonant (except impure s, gn, pn, ps, x, z)",day
vita di,628875,life,"used to indicate possession, after the thing owned and before the owner; of; ’s"
mi hai,628539,clitic accusative of io. me,second-person singular present indicative of avere and (obsolete) havere
forme di,627909,plural of forma,"used to indicate possession, after the thing owned and before the owner; of; ’s"
un tratto,627030,"apocopic form of uno: a, an",past participle of trarre
livello di,625734,level,"used to indicate possession, after the thing owned and before the owner; of; ’s"
che questo,625549,what; which,"this, these"
a proposito,625486,"The first letter of the Italian alphabet, called a and written in the Latin script.","purpose, intention, plan, design"
lavoro e,624872,work (all senses),"The fifth letter of the Italian alphabet, called e and written in the Latin script."
gli si,624591,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the","oneself, himself, herself, itself, themselves"
che con,624565,what; which,"with, together"
nel momento,623289,contraction of in il; in the,moment
in più,622282,in,comparative degree of molto; more
la sentenza,621166,the,"verdict, judgment, ruling"
sul piano,621127,contraction of su + il: on the,plane
un vero,620578,"apocopic form of uno: a, an",true
un buon,620576,"apocopic form of uno: a, an",apocopic form of buono
in considerazione,620424,in,"consideration, reflection, thought"
davanti alla,620415,at the front; in front,"contraction of a + la; to the, at the"
del rapporto,620398,"contraction of di + il; some, of the, from the","report, statement, account"
causa di,620299,cause,"used to indicate possession, after the thing owned and before the owner; of; ’s"
a disposizione,620279,"The first letter of the Italian alphabet, called a and written in the Latin script.",disposal
si possono,619522,"oneself, himself, herself, itself, themselves",third-person plural present indicative of potere
oltre che,619444,"farther, further, past, by, on",what; which
oltre a,619376,"farther, further, past, by, on","The first letter of the Italian alphabet, called a and written in the Latin script."
momento che,619240,moment,what; which
quelle che,619144,feminine plural of quello,what; which
l' anno,619082,"apocopic form of il/lo, la: the",year (all senses)
un bambino,618746,"apocopic form of uno: a, an","child, baby, toddler, tot (male or of unspecified gender)"
come per,618707,how,for
la mente,618573,the,mind
che possono,618556,what; which,third-person plural present indicative of potere
condizioni di,618535,plural of condizione,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di sangue,617977,"used to indicate possession, after the thing owned and before the owner; of; ’s",blood (vital liquid)
finché non,617885,"as long as, while",not
qualche modo,617764,few,"manner, way"
ogni giorno,617695,"each, every",day
sua volta,617071,feminine singular of suo,"time, instance, occasion"
uno sguardo,616869,one,"glance, look (action of looking)"
come i,616775,how,"The ninth letter of the Italian alphabet, called i and written in the Latin script."
da qualche,615689,from (all senses),few
solo a,615438,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome","The first letter of the Italian alphabet, called a and written in the Latin script."
un posto,615082,"apocopic form of uno: a, an",past participle of porre
mi sembra,614970,clitic accusative of io. me,inflection of sembrare:
delle parti,614616,"contraction of di le; of the, from the",plural of parte
erano stati,614309,third-person plural imperfect indicative of essere,plural of stato
di vedere,614050,"used to indicate possession, after the thing owned and before the owner; of; ’s",to see
il vecchio,613307,the,"old, outworn"
un gruppo,612595,"apocopic form of uno: a, an","group, cluster, party, team, covey"
contratto di,612279,past participle of contrarre,"used to indicate possession, after the thing owned and before the owner; of; ’s"
lungo la,612241,long,the
avere un,611280,to have,"apocopic form of uno: a, an"
a trovare,611023,"The first letter of the Italian alphabet, called a and written in the Latin script.",to find
i dati,609573,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",masculine plural of dato
la vostra,609181,the,feminine singular of vostro
decreto legislativo,609018,decree,legislative
al punto,608481,"contraction of a + il, literally “to the, at the”","point (all senses), jot, iota"
negli ultimi,608229,contraction of in gli; in the,masculine plural of ultimo
la necessità,608110,the,"necessity, need"
da sola,607668,from (all senses),feminine singular of solo
con uno,606718,"with, together",one
e due,606126,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",two
di quelli,604541,"used to indicate possession, after the thing owned and before the owner; of; ’s",masculine plural of quello
fare un,604124,to do,"apocopic form of uno: a, an"
pieno di,603801,full,"used to indicate possession, after the thing owned and before the owner; of; ’s"
quanto riguarda,603750,"how much, how many, however much, however many",inflection of riguardare:
nel frattempo,603703,contraction of in il; in the,meantime
legge n,603430,law,"The twelfth letter of the Italian alphabet, called enne and written in the Latin script."
anche lui,601678,"also, too, as well, besides",he
era l',601589,"age, epoch, period","apocopic form of il/lo, la: the"
nei casi,600916,contraction of in i; in the,plural of caso
la famiglia,600266,the,family
da quel,599952,from (all senses),"apocopic form of quello, used before a consonant (except impure s, gn, pn, ps, x, z)"
modo in,598587,"manner, way",in
mano e,598540,hand,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
il dolore,597647,the,"ache, pain"
e soprattutto,597218,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","above all, most, most of all"
il risultato,595587,the,past participle of risultare
delle cose,595561,"contraction of di le; of the, from the",plural of cosa
a quando,595159,"The first letter of the Italian alphabet, called a and written in the Latin script.",when
mi dispiace,594972,clitic accusative of io. me,third-person singular present indicative of dispiacere
lungo il,594844,long,the
il figlio,594691,the,son
nulla di,593492,feminine singular of nullo,"used to indicate possession, after the thing owned and before the owner; of; ’s"
ho visto,593456,first-person singular present indicative of avere and (obsolete) havere,past participle of vedere
pensare che,592335,to think,what; which
intorno a,591750,"of the surroundings; around, nearby","The first letter of the Italian alphabet, called a and written in the Latin script."
il volto,590926,the,face
due anni,590476,two,plural of anno
io e,590172,I (the first-person singular nominative pronoun),"The fifth letter of the Italian alphabet, called e and written in the Latin script."
l' uso,589969,"apocopic form of il/lo, la: the","used, accustomed"
il rischio,589589,the,"risk, chance, hazard, peril, danger"
a due,589308,"The first letter of the Italian alphabet, called a and written in the Latin script.",two
il pensiero,589190,the,thought
è quella,589012,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",feminine singular of quello
ha una,588822,third-person singular present indicative of avere and (obsolete) havere,feminine singular of uno
era di,588338,"age, epoch, period","used to indicate possession, after the thing owned and before the owner; of; ’s"
al tempo,588241,"contraction of a + il, literally “to the, at the”",time
la moglie,587246,the,wife
da quello,586776,from (all senses),"that, those"
presidente della,586520,"president, head (leader)","contraction of di la; of the, from the"
parte delle,586049,part,"contraction of di le; of the, from the"
per poi,586010,for,then
cercò di,585675,third-person singular past historic of cercare,"used to indicate possession, after the thing owned and before the owner; of; ’s"
i piedi,584998,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of piede
stesso tempo,584521,"same, equal",time
alle spalle,584345,"contraction of a le; to the, at the",plural of spalla
richiesta di,584094,"request, demand, claim, call","used to indicate possession, after the thing owned and before the owner; of; ’s"
parlare di,583509,"to talk, to speak","used to indicate possession, after the thing owned and before the owner; of; ’s"
il ruolo,583175,the,role
della famiglia,583123,"contraction of di la; of the, from the",family
ci ha,582741,The name of the Latin script letter C/c.; cee,third-person singular present indicative of avere and (obsolete) havere
mentre si,582519,while; as (during the same time that),"oneself, himself, herself, itself, themselves"
il braccio,581391,the,arm
si fece,580757,"oneself, himself, herself, itself, themselves",third-person singular past historic of fare
in tutti,580538,in,"all; everybody, everyone"
perché è,580024,"because, why","Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
la capacità,579866,the,"capacity (to do something), ability, skill"
in forma,579557,in,form
di conseguenza,579515,"used to indicate possession, after the thing owned and before the owner; of; ’s",consequence
nella vita,579008,contraction of in la; in the,life
non sapeva,578358,not,third-person singular imperfect indicative of sapere
della stessa,576989,"contraction of di la; of the, from the",feminine singular of stesso
alla mia,576943,"contraction of a + la; to the, at the",feminine singular of mio
si stava,576796,"oneself, himself, herself, itself, themselves",third-person singular imperfect indicative of stare
non hai,576609,not,second-person singular present indicative of avere and (obsolete) havere
rispetto alla,576561,"respect, deference","contraction of a + la; to the, at the"
entro il,576541,"within, by, no later than",the
di quei,575992,"used to indicate possession, after the thing owned and before the owner; of; ’s",plural of quello
sulla sua,575813,"plant of the genus Sulla, particularly Sulla coronaria.",feminine singular of suo
l' attenzione,575502,"apocopic form of il/lo, la: the",attention
la pelle,575319,the,skin
occhi di,575171,plural of occhio,"used to indicate possession, after the thing owned and before the owner; of; ’s"
ho mai,574924,first-person singular present indicative of avere and (obsolete) havere,never
di legge,574290,"used to indicate possession, after the thing owned and before the owner; of; ’s",law
di ricerca,574270,"used to indicate possession, after the thing owned and before the owner; of; ’s","search, quest, hunt, manhunt, prospecting, pursuit"
agli altri,574041,"contraction of a gli; to the, at the","someone else, another"
in avanti,573774,in,"previous, prior, last"
e li,573734,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",them (masculine)
tutti e,573649,"all; everybody, everyone","The fifth letter of the Italian alphabet, called e and written in the Latin script."
non più,573394,not,comparative degree of molto; more
è successo,573197,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",success
entrata in,573163,"the act of entering; entry, entrance, arrival, admission",in
l' avrebbe,573024,"apocopic form of il/lo, la: the",third-person singular conditional of avere
scopo di,570709,"aim, end, goal","used to indicate possession, after the thing owned and before the owner; of; ’s"
termine di,570309,"end, close","used to indicate possession, after the thing owned and before the owner; of; ’s"
del proprio,569993,"contraction of di + il; some, of the, from the","one's, one's own, her (own), its (own), their (own)"
l' azione,569040,"apocopic form of il/lo, la: the","action, deed"
l' espressione,568875,"apocopic form of il/lo, la: the",expression
il vero,568340,the,true
nella stanza,568057,contraction of in la; in the,room
per tutta,568046,for,feminine singular of tutto
colui che,565907,"he, him; that man",what; which
tanto che,565873,so much; so many,what; which
che abbia,565752,what; which,inflection of avere:
la forma,565434,the,form
o più,564692,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",comparative degree of molto; more
gli stessi,564486,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",masculine plural of stesso
ma le,564470,"but, however",the
avrebbe fatto,564383,third-person singular conditional of avere,"done, made"
il re,564224,the,king (male monarch)
era così,563149,"age, epoch, period",so
lo sviluppo,562986,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the","development, growth, strengthening, expansion"
la disciplina,562405,the,discipline (all meanings)
o l',562266,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.","apocopic form of il/lo, la: the"
a quelli,562255,"The first letter of the Italian alphabet, called a and written in the Latin script.",masculine plural of quello
di San,562074,"used to indicate possession, after the thing owned and before the owner; of; ’s",san (Greek letter)
desiderio di,562038,"wish, desire, longing","used to indicate possession, after the thing owned and before the owner; of; ’s"
solo la,561974,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome",the
sua voce,561327,feminine singular of suo,voice
sapere che,560533,to know (information),what; which
della Corte,560442,"contraction of di la; of the, from the",courtyard
ma poi,560323,"but, however",then
è uno,559031,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",one
la scelta,558673,the,choice
casi di,558584,plural of caso,"used to indicate possession, after the thing owned and before the owner; of; ’s"
per far,558067,for,apocopic form of fare
che fa,557883,what; which,third-person singular present indicative of fare
tempo per,557636,time,for
in corso,557577,in,"course (of a river, of a university, etc.)"
o da,557264,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",from (all senses)
stata una,557230,feminine singular of stato,feminine singular of uno
per sé,556919,for,"oneself, himself, herself"
d' oro,556598,apocopic form of di: of,gold
continuava a,556539,third-person singular imperfect indicative of continuare,"The first letter of the Italian alphabet, called a and written in the Latin script."
per ogni,555844,for,"each, every"
al primo,555441,"contraction of a + il, literally “to the, at the”",first
obbligo di,555049,"obligation, duty","used to indicate possession, after the thing owned and before the owner; of; ’s"
i più,554788,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",comparative degree of molto; more
di tali,553529,"used to indicate possession, after the thing owned and before the owner; of; ’s",plural of tale
di Stato,552912,"used to indicate possession, after the thing owned and before the owner; of; ’s","state (physical property of matter as solid, liquid, gas or plasma)"
rischio di,552582,"risk, chance, hazard, peril, danger","used to indicate possession, after the thing owned and before the owner; of; ’s"
con modificazioni,552223,"with, together",plural of modificazione
io mi,552181,I (the first-person singular nominative pronoun),clitic accusative of io. me
della storia,551848,"contraction of di la; of the, from the",history
che fare,551813,what; which,to do
un istante,551556,"apocopic form of uno: a, an","moment, instant, jiffy"
la nuova,551393,the,news
o del,551114,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.","contraction of di + il; some, of the, from the"
a tale,550890,"The first letter of the Italian alphabet, called a and written in the Latin script.",such
ed i,550304,"alternative form of e for euphony, especially before /e/ or /ɛ/; and","The ninth letter of the Italian alphabet, called i and written in the Latin script."
potere di,550000,"can, could; to be able to","used to indicate possession, after the thing owned and before the owner; of; ’s"
in camera,549848,in,room; chamber (all senses)
assenza di,549526,absence,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di natura,549322,"used to indicate possession, after the thing owned and before the owner; of; ’s",nature
sede di,549172,venue,"used to indicate possession, after the thing owned and before the owner; of; ’s"
la stanza,549103,the,room
a carico,548964,"The first letter of the Italian alphabet, called a and written in the Latin script.","loaded, laden"
ma con,548586,"but, however","with, together"
la mamma,548401,the,mom/mum
se avesse,548286,abbreviation of sudest; southeast,third-person singular imperfect subjunctive of avere
poteva essere,547297,third-person singular imperfect indicative of potere,Used as a copula. to be
piuttosto che,547228,"rather, somewhat, fairly",what; which
ha la,546660,third-person singular present indicative of avere and (obsolete) havere,the
l' esistenza,546406,"apocopic form of il/lo, la: the",existence
nel mio,546363,contraction of in il; in the,my; of mine (used attributively)
è da,546250,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",from (all senses)
la responsabilità,545799,the,responsibility (duty for which someone is accountable)
che sta,545779,what; which,third-person singular present indicative of stare
o non,543975,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",not
de la,543959,alternative form of di,the
un passo,543708,"apocopic form of uno: a, an",footstep (sound)
i diritti,542995,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",masculine plural of diritto
di qualche,542098,"used to indicate possession, after the thing owned and before the owner; of; ’s",few
vero che,541730,true,what; which
sembra che,541144,inflection of sembrare:,what; which
dei loro,541131,"contraction of di + i; of the, from the","they, them"
quando le,541036,when,the
il contratto,540944,the,past participle of contrarre
io ho,540804,I (the first-person singular nominative pronoun),first-person singular present indicative of avere and (obsolete) havere
più forte,540116,comparative degree of molto; more,"fort, fortress"
ha avuto,539250,third-person singular present indicative of avere and (obsolete) havere,past participle of avere
tu sei,538804,you (singular); thou,six
se stessa,538677,abbreviation of sudest; southeast,feminine singular of stesso
riesco a,538016,first-person singular present indicative of riuscire,"The first letter of the Italian alphabet, called a and written in the Latin script."
o che,537338,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",what; which
corso di,537313,"course (of a river, of a university, etc.)","used to indicate possession, after the thing owned and before the owner; of; ’s"
più volte,537151,comparative degree of molto; more,plural of volta
le stesse,537106,the,feminine plural of stesso
ma come,536500,"but, however",how
mi hanno,536462,clitic accusative of io. me,third-person plural present indicative of avere and (obsolete) havere
et al,535916,alternative form of e,"contraction of a + il, literally “to the, at the”"
e tutti,535811,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","all; everybody, everyone"
la terra,535625,the,ground
e ho,535419,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",first-person singular present indicative of avere and (obsolete) havere
mezzo di,535180,"half, middle","used to indicate possession, after the thing owned and before the owner; of; ’s"
al lavoro,535068,"contraction of a + il, literally “to the, at the”",work (all senses)
