text,popularity,meaning1,meaning2
so he,10503596,the syllable naming the fifth (dominant) note of any musical scale in solmization,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
is now,10501713,,"the momentary present; ""Now is a good time to do it""; ""it worked up to right now"""
of both,10497723,,
started to,10479591,,
the information,10471683,,"(communication theory) a numerical measure of the uncertainty of an outcome; ""the signal contained thousands of bits of information"""
do so,10469469,doctor's degree in osteopathy,the syllable naming the fifth (dominant) note of any musical scale in solmization
the earth,10466435,,"the loose soft material that makes up a large part of the land surface; ""they dug into the earth outside the church"""
the little,10461926,,"(informal) small and of little importance; ""a fiddling sum of money""; ""a footling gesture""; ""our worries are lilliputian compared with those of countries that are at war""; ""a little (or small) matter""; ""a dispute over niggling details""; ""limited to petty enterprises""; ""piffling efforts""; ""giving a police officer a free meal may be against the law, but it seems to be a picayune infraction"""
a short,10461334,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","(primarily spatial sense) having little length or lacking in length; ""short skirts""; ""short hair""; ""the board was a foot short""; ""a short toss"""
the bed,10454647,,"a piece of furniture that provides a place to sleep; ""he sat on the edge of the bed""; ""the room had only a bed and chair"""
for my,10453654,,
that could,10452755,,
a variety,10441041,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","noticeable heterogeneity; ""a diversity of possibilities""; ""the range and variety of his work is amazing"""
to support,10430031,,"the act of bearing the weight of or strengthening; ""he leaned against the wall for support"""
I mean,10426773,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",(used of sums of money) so small in amount as to deserve contempt
degree of,10417195,"a measure for arcs and angles; ""there are 360 degrees in a circle""",
which we,10411419,,
up on,10410009,"open; ""the windows are up""","in operation or operational; ""left the oven on""; ""the switch is in the on position"""
the street,10387337,,"a situation offering opportunities; ""he worked both sides of the street""; ""cooperation is a two-way street"""
time in,10380308,"an indefinite period (usually marked by specific attributes or activities); ""the time of year for planting""; ""he was a great actor in his time""","currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
control of,10374575,"a relation of constraint of one entity (thing or person or group) by another; ""measures for the control of disease""; ""they instituted controls over drinking on campus""",
it with,10346164,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,
got to,10337162,,
called the,10326756,,
I say,10317100,"used of a single unit or thing; not two or more; ""`ane' is Scottish""","the chance to speak; ""let him have his say"""
note that,10304102,"a piece of paper money (especially one issued by a central bank); ""he peeled off five one-thousand-zloty notes""",
to achieve,10292901,,"to gain with effort; ""she achieved her goal despite setbacks"""
and no,10285675,,a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known
the high,10271221,,(used of the smell of meat) smelling spoiled or tainted
an hour,10269487,an associate degree in nursing,"a period of time equal to 1/24th of a day; ""the job will take more than an hour"""
of me,10260885,,a state in New England
was very,10260074,,"used as intensifiers; `real' is sometimes used informally for `really'; `rattling' is informal; ""she was very gifted""; ""he played very well""; ""a really enjoyable evening""; ""I'm real sorry about it""; ""a rattling good yarn"""
the ability,10255009,,the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment
been the,10249787,,
going on,10242611,the act of departing,"in operation or operational; ""left the oven on""; ""the switch is in the on position"""
before he,10236955,"earlier in time; previously; ""I had known her before""; ""as I said before""; ""he called me the day before but your call had come even earlier""; ""her parents had died four years earlier""; ""I mentioned that problem earlier""",a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
for any,10234474,,"to any degree or extent; ""it isn't any better"""
be considered,10225524,a light strong brittle grey toxic bivalent metallic element,"carefully weighed; ""a considered opinion"""
the small,10221763,,"limited or below average in number or quantity or magnitude or extent; ""a little dining room""; ""a little house""; ""a small car""; ""a little (or small) group"""
with one,10221128,,"being a single entity made by combining separate components; ""three chemicals combining into one solution"""
cost of,10211325,the total spent for goods or services including money and time and labor,
one who,10206124,"being a single entity made by combining separate components; ""three chemicals combining into one solution""",a United Nations agency to coordinate international health activities and to help governments improve health services
we would,10168453,,
for us,10167517,,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
matter of,10162188,"that which has mass and occupies space; ""physicists study both the nature of matter and the forces which govern it""",
the concept,10150907,,an abstract or general idea inferred or derived from specific instances
without the,10149645,,
waiting for,10147167,"being and remaining ready and available for use; ""waiting cars and limousines lined the curb""; ""found her mother waiting for them""; ""an impressive array of food ready and waiting for the guests""; ""military forces ready and waiting""",
kinds of,10146759,,
the year,10145424,,"the period of time that it takes for a planet (as, e.g., Earth or Mars) to make a complete revolution around the sun; ""a Martian year takes 687 of our days"""
better than,10143335,"more than half; ""argued for the better part of an hour""",
to protect,10143064,,"shield from danger, injury, destruction, or damage; ""Weatherbeater protects your roof from the rain"""
context of,10130665,"the set of facts or circumstances that surround a situation or event; ""the historical context""",
can do,10128948,the quantity contained in a can,doctor's degree in osteopathy
purpose of,10123594,"the quality of being determined to do or achieve something; firmness of purpose; ""his determination showed in his every movement""; ""he is a man of purpose""",
talk to,10122485,"an exchange of ideas via conversation; ""let's have more work and less talk around here""",
the context,10121580,,"the set of facts or circumstances that surround a situation or event; ""the historical context"""
one another,10092439,"being a single entity made by combining separate components; ""three chemicals combining into one solution""",
interested in,10085532,"having or showing interest; especially curiosity or fascination or concern; ""an interested audience""; ""interested in sports""; ""was interested to hear about her family""; ""interested in knowing who was on the telephone""; ""interested spectators""","currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
member of,10083122,"one of the persons who compose a social group (especially individuals who have joined and participate in a group organization); ""only members will be admitted""; ""a member of the faculty""; ""she was introduced to all the members of his family""",
impact of,10076290,"a forceful consequence; a strong effect; ""the book had an important impact on my thinking""; ""the book packs a wallop""",
on it,10067438,"in operation or operational; ""left the oven on""; ""the switch is in the on position""",the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
women 's,10064243,,
a strong,10052558,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","freshly made or left; ""a warm trail""; ""the scent is warm"""
care of,10045090,"activity involved in maintaining something in good working order; ""he wrote the manual on car care""",
the heart,10040973,,"a plane figure with rounded sides curving inward at the top and intersecting at the bottom; conventionally used on playing cards and valentines; ""he drew a heart and called it a valentine"""
find a,10036167,the act of discovering something,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
down and,10030461,"shut; ""the shades were down""",
place in,10027944,"a particular situation; ""If you were in my place what would you do?""","currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
as one,10027793,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,"being a single entity made by combining separate components; ""three chemicals combining into one solution"""
time for,10025236,"an indefinite period (usually marked by specific attributes or activities); ""the time of year for planting""; ""he was a great actor in his time""",
it might,9997111,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,physical strength
from one,9988752,,"being a single entity made by combining separate components; ""three chemicals combining into one solution"""
create a,9978861,"make or cause to be or to become; ""make a mess in one's office""; ""create a furor""","the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
at once,9966162,100 at equal 1 kip in Laos,"on one occasion; ""once I ran into her"""
half of,9954573,"(of siblings) related through one parent only; ""a half brother""; ""half sister""",
to prevent,9953923,,"stop (someone or something) from doing something or being in a certain state; ""We must prevent the cancer from spreading""; ""His snoring kept me from falling asleep""; ""Keep the child from eating the marbles"""
get to,9951742,a return on a shot that seemed impossible to reach and would normally have resulted in a point for the opponent,
is only,9943324,,"exclusive of anyone or anything else; ""she alone believed him""; ""cannot live by bread alone""; ""I'll have this car and this car only"""
you 'd,9922051,,
opportunity to,9919124,"a possibility due to a favorable combination of circumstances; ""the holiday gave us the opportunity to visit Washington""; ""now is your chance""",
as follows,9915783,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,
the European,9907941,,"of or relating to or characteristic of Europe or the people of Europe; ""European Community"""
other words,9905585,"not the same one or ones already mentioned or implied; ""today isn't any other day""- the White Queen; ""the construction of highways and other public works""; ""he asked for other employment""; ""any other person would tell the truth""; ""his other books are still in storage""; ""then we looked at the other house""; ""hearing was good in his other ear""; ""the other sex""; ""she lived on the other side of the street from me""; ""went in the other direction""","language that is spoken or written; ""he has a gift for words""; ""she put her thoughts into words"""
were a,9887705,,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
with other,9882708,,"not the same one or ones already mentioned or implied; ""today isn't any other day""- the White Queen; ""the construction of highways and other public works""; ""he asked for other employment""; ""any other person would tell the truth""; ""his other books are still in storage""; ""then we looked at the other house""; ""hearing was good in his other ear""; ""the other sex""; ""she lived on the other side of the street from me""; ""went in the other direction"""
he does,9880165,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
means that,9859754,"considerable capital (wealth or income); ""he is a man of means""",
to play,9859572,,"the removal of constraints; ""he gave free rein to his impulses""; ""they gave full play to the artist's talent"""
let us,9851593,a serve that strikes the net before falling into the receiver's court; the ball must be served again,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
people in,9843970,"(plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience""","currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
and has,9843920,,
willing to,9826803,"not brought about by coercion or force; ""the confession was uncoerced""",
in each,9824805,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""","to or from every one of two or more (considered individually); ""they received $10 each"""
without a,9800977,,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
my head,9797532,,"a user of (usually soft) drugs; ""the office was full of secret heads"""
can see,9787260,the quantity contained in a can,the seat within a bishop's diocese where his cathedral is located
I see,9779597,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",the seat within a bishop's diocese where his cathedral is located
her husband,9767408,,a married man; a woman's partner in marriage
made the,9758864,"(of a bed) having the sheets and blankets set in order; ""a neatly made bed""",
life of,9750140,"a living person; ""his heroism saved a life""",
all this,9745022,"completely given to or absorbed by; ""became all attention""",
can you,9742175,the quantity contained in a can,
majority of,9724915,(elections) more than half of the votes,
that time,9721981,,"an indefinite period (usually marked by specific attributes or activities); ""the time of year for planting""; ""he was a great actor in his time"""
the face,9719456,,a vertical surface of a building or cliff
being a,9713175,"the state or fact of existing; ""a point of view gradually coming into being""; ""laws in existence for centuries""; ""he appeared on the face of the earth one day""","the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
beginning of,9708939,"the time at which something is supposed to begin; ""they got an early start""; ""she knew from the get-go that he was the man for her""",
not yet,9708069,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""","to a greater degree or extent; used with comparisons; ""looked sick and felt even worse""; ""an even (or still) more interesting problem""; ""still another problem must be solved""; ""a yet sadder tale"""
his mother,9703706,,"a woman who has given birth to a child (also used as a term of address to your mother); ""the mother of three children"""
me in,9684113,a state in New England,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
who has,9678728,a United Nations agency to coordinate international health activities and to help governments improve health services,
the course,9670870,,"facility consisting of a circumscribed area of land or water laid out for a sport; ""the course had only nine holes""; ""the course was less than a mile"""
work in,9660982,"(physics) a manifestation of energy; the transfer of energy from one physical system to another expressed as the product of a force and the distance through which it moves a body in the direction of that force; ""work equals force times distance""","currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
a place,9654740,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","a particular situation; ""If you were in my place what would you do?"""
a day,9653211,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""",United States writer best known for his autobiographical works (1874-1935)
caused by,9652597,,"in reserve; not for immediate use; ""started setting aside money to buy a car""; ""put something by for her old age""; ""has a nest egg tucked away for a rainy day"""
is what,9649833,,
in Chapter,9645638,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""","any distinct period in history or in a person's life; ""the industrial revolution opened a new chapter in British history""; ""the divorce was an ugly chapter in their relationship"""
as far,9643211,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,"being of a considerable distance or length; ""a far trek"""
the potential,9635782,,"expected to become or be; in prospect; ""potential clients"""
area of,9627298,"a particular environment or walk of life; ""his social sphere is limited""; ""it was a closed area of employment""; ""he's out of my orbit""",
middle of,9626937,"being neither at the beginning nor at the end in a series; ""adolescence is an awkward in-between age""; ""in a mediate position""; ""the middle point on a line""",
at any,9626664,100 at equal 1 kip in Laos,"to any degree or extent; ""it isn't any better"""
set up,9623038,converted to solid form (as concrete),"open; ""the windows are up"""
do the,9588563,doctor's degree in osteopathy,
it also,9571207,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,"in addition; ""he has a Mercedes, too"""
he felt,9570195,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),a fabric made of compressed matted animal fibers
but to,9568559,"and nothing more; ""I was merely asking""; ""it is simply a matter of time""; ""just a scratch""; ""he was only a child""; ""hopes that last but a moment""",
had come,9567003,,the thick white fluid containing spermatozoa that is ejaculated by the male genital tract
a similar,9564784,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","resembling or similar; having the same or some of the same characteristics; often used in combination; ""suits of like design""; ""a limited circle of like minds""; ""members of the cat family have like dispositions""; ""as like as two peas in a pod""; ""doglike devotion""; ""a dreamlike quality"""
as his,9555981,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,
left the,9552780,of or belonging to the political or intellectual left,
he went,9536409,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
her hands,9519780,,"(with `in') guardianship over; in divorce cases it is the right to house and care for and discipline a child; ""my fate is in your hands""; ""too much power in the president's hands""; ""your guests are now in my custody""; ""the mother was awarded custody of the children"""
both of,9517525,,
inside the,9515265,"relating to or being on the side closer to the center or within a defined space; ""he reached into his inside jacket pocket""; ""inside out""; ""an inside pitch is between home plate and the batter""",
function of,9488476,"a relation such that one thing is dependent on another; ""height is a function of age""; ""price is a function of supply and demand""",
not so,9481545,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""",the syllable naming the fifth (dominant) note of any musical scale in solmization
all over,9472518,"completely given to or absorbed by; ""became all attention""",(cricket) the division of play during which six balls are bowled at the batsman by one player from the other team from the same end of the pitch
to each,9467610,,"to or from every one of two or more (considered individually); ""they received $10 each"""
with no,9465696,,a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known
he can,9459973,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),the quantity contained in a can
depending on,9447712,,"in operation or operational; ""left the oven on""; ""the switch is in the on position"""
despite the,9445927,"contemptuous disregard; ""she wanted neither favor nor despite""",
it seemed,9444798,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,
her father,9438448,,the head of an organized crime family
the project,9435512,,a planned undertaking
one that,9432321,"being a single entity made by combining separate components; ""three chemicals combining into one solution""",
have had,9431736,a person who possesses great material wealth,
that these,9430703,,
made it,9429052,"(of a bed) having the sheets and blankets set in order; ""a neatly made bed""",the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
how many,9426955,,"a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number; ""many temptations""; ""the temptations are many""; ""a good many""; ""a great many""; ""many directions""; ""take as many apples as you like""; ""too many clouds to see""; ""never saw so many people"""
one or,9425856,"being a single entity made by combining separate components; ""three chemicals combining into one solution""","a room in a hospital equipped for the performance of surgical operations; ""great care is taken to keep the operating rooms aseptic"""
went on,9424765,,"in operation or operational; ""left the oven on""; ""the switch is in the on position"""
one day,9417058,"being a single entity made by combining separate components; ""three chemicals combining into one solution""",United States writer best known for his autobiographical works (1874-1935)
having a,9415735,,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
on one,9410284,"in operation or operational; ""left the oven on""; ""the switch is in the on position""","being a single entity made by combining separate components; ""three chemicals combining into one solution"""
she felt,9408696,,a fabric made of compressed matted animal fibers
I never,9400786,"used of a single unit or thing; not two or more; ""`ane' is Scottish""","not ever; at no time in the past or future; ""I have never been to China""; ""I shall never forget this day""; ""had never seen a circus""; ""never on Sunday""; ""I will never marry you!"""
I went,9400438,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
absence of,9399279,failure to be present,
the extent,9399186,,"the point or degree to which something extends; ""the extent of the damage""; ""the full extent of the law""; ""to a certain extent she was right"""
them and,9393429,,
over her,9392228,(cricket) the division of play during which six balls are bowled at the batsman by one player from the other team from the same end of the pitch,
the difference,9388638,,the number that remains after subtraction; the number that when added to the subtrahend gives the minuend
not believe,9386076,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""","accept as true; take to be true; ""I believed his report""; ""We didn't believe his stories from the War""; ""She believes in spirits"""
her in,9384271,,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
we know,9382466,,"the fact of being aware of information that is known to few people; ""he is always in the know"""
structure of,9369982,"a thing constructed; a complex entity constructed of many parts; ""the structure consisted of a series of arches""; ""she wore her hair in an amazing construction of whirls and ribbons""",
about what,9368839,"in rotation or succession; ""turn about is fair play""",
the sound,9368643,,"in excellent physical condition; ""good teeth""; ""I still have one good leg""; ""a sound mind in a sound body"""
the possibility,9361816,,"capability of existing or happening or being true; ""there is a possibility that his sense of smell has been impaired"""
so it,9360583,the syllable naming the fifth (dominant) note of any musical scale in solmization,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
the University,9355671,,"establishment where a seat of higher learning is housed, including administrative and living quarters as well as facilities for research and teaching"
and your,9353870,,
on that,9351754,"in operation or operational; ""left the oven on""; ""the switch is in the on position""",
would you,9344382,,
the river,9343402,,"a large natural stream of water (larger than a creek); ""the river was navigable for 50 miles"""
down on,9335474,"shut; ""the shades were down""","in operation or operational; ""left the oven on""; ""the switch is in the on position"""
the former,9334873,,"the first of two or the first mentioned of two; ""Tom and Dick were both heroes but only the former is remembered today"""
are used,9333161,a unit of surface area equal to 100 square meters,"previously used or owned by another; ""bought a secondhand (or used) car"""
be done,9332094,a light strong brittle grey toxic bivalent metallic element,"having finished or arrived at completion; ""certain to make history before he's done""; ""it's a done deed""; ""after the treatment, the patient is through except for follow-up""; ""almost through with his studies"""
such an,9326710,"to so extreme a degree; ""he is such a baby""; ""Such rich people!""",an associate degree in nursing
long time,9321065,"primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified; ""a long road""; ""a long distance""; ""contained many long words""; ""ten miles long""","an indefinite period (usually marked by specific attributes or activities); ""the time of year for planting""; ""he was a great actor in his time"""
edge of,9295020,a line determining the limits of an area,
for which,9287166,,
was about,9283601,,"in rotation or succession; ""turn about is fair play"""
but as,9283310,"and nothing more; ""I was merely asking""; ""it is simply a matter of time""; ""just a scratch""; ""he was only a child""; ""hopes that last but a moment""",a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
a significant,9281873,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","rich in significance or implication; ""a meaning look""; ""a significant silence"""
told her,9277173,,
what to,9274863,,
know the,9272611,"the fact of being aware of information that is known to few people; ""he is always in the know""",
size of,9271278,"(used in combination) sized; ""the economy-size package""; ""average-size house""",
an example,9269058,an associate degree in nursing,"an item of information that is typical of a class or group; ""this patient provides a typical example of the syndrome""; ""there is an example on page 10"""
system of,9268099,"(physical chemistry) a sample of matter in which substances in different phases are in equilibrium; ""in a static system oil cannot be replaced by water on a surface""; ""a system generating hydrogen peroxide""",
with some,9261082,,"remarkable; ""that was some party""; ""she is some skier"""
to identify,9259602,,"give the name or identifying characteristics of; refer to by name or some other identifying characteristic property; ""Many senators were named in connection with the scandal""; ""The almanac identifies the auspicious months"""
which can,9251800,,the quantity contained in a can
you might,9240905,,physical strength
they may,9231778,,thorny Eurasian shrub of small tree having dense clusters of white to scarlet flowers followed by deep red berries; established as an escape in eastern North America
refers to,9228238,,
you get,9227726,,a return on a shot that seemed impossible to reach and would normally have resulted in a point for the opponent
was too,9224281,,"to a degree exceeding normal or proper limits; ""too big"""
right now,9207000,"appropriate for a condition or purpose or occasion or a person's character, needs; ""everything in its proper place""; ""the right man for the job""; ""she is not suitable for the position""","the momentary present; ""Now is a good time to do it""; ""it worked up to right now"""
a young,9204368,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","being in its early stage; ""a young industry""; ""the day is still young"""
the line,9196167,,a single frequency (or very narrow band) of radiation in a spectrum
son of,9192821,"a male human offspring; ""their son became a famous judge""; ""his boy is taller than he is""",
it must,9192796,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,the quality of smelling or tasting old or stale or mouldy
to some,9191510,,"remarkable; ""that was some party""; ""she is some skier"""
and therefore,9181632,,"as a consequence; ""he had good reason to be grateful for the opportunities which they had made available to him and which consequently led to the good position he now held"""
on its,9181598,"in operation or operational; ""left the oven on""; ""the switch is in the on position""",
easy to,9178542,"marked by moderate steepness; ""an easy climb""; ""a gentle slope""",
version of,9165756,manual turning of a fetus in the uterus (usually to aid delivery),
back into,9164309,"a support that you can lean against while sitting; ""the back of the dental chair was adjustable""",
the sea,9155970,,"turbulent water with swells of considerable size; ""heavy seas"""
from an,9153586,,an associate degree in nursing
was at,9147775,,100 at equal 1 kip in Laos
is this,9144889,,
the various,9140944,,"of many different kinds purposefully arranged but lacking any uniformity; ""assorted sizes""; ""his disguises are many and various""; ""various experiments have failed to disprove the theory""; ""cited various reasons for his behavior"""
in turn,9139548,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""","a favor for someone; ""he did me a good turn"""
to any,9138451,,"to any degree or extent; ""it isn't any better"""
not need,9136488,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""","a condition requiring relief; ""she satisfied his need for affection""; ""God has no need of men to accomplish His work""; ""there is a demand for jobs"""
and do,9131275,,doctor's degree in osteopathy
to explain,9129111,,"define; ""The committee explained their plan for fund-raising to the Dean"""
talk about,9121600,"an exchange of ideas via conversation; ""let's have more work and less talk around here""","in rotation or succession; ""turn about is fair play"""
his voice,9119399,,"an advocate who represents someone else's policy or purpose; ""the meeting was attended by spokespersons for all the major organs of government"""
and yet,9119266,,"to a greater degree or extent; used with comparisons; ""looked sick and felt even worse""; ""an even (or still) more interesting problem""; ""still another problem must be solved""; ""a yet sadder tale"""
review of,9110872,(law) a judicial reexamination of the proceedings of a court (especially by an appellate court),
the market,9106429,,"the world of commercial activity where goods and services are bought and sold; ""without competition there would be no market""; ""they were driven from the marketplace"""
is so,9097699,,the syllable naming the fifth (dominant) note of any musical scale in solmization
not really,9097123,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""","in actual fact; ""to be nominally but not actually independent""; ""no one actually saw the shark""; ""large meteorites actually come from the asteroid belt"""
the purpose,9093516,,"the quality of being determined to do or achieve something; firmness of purpose; ""his determination showed in his every movement""; ""he is a man of purpose"""
the text,9091471,,"the words of something written; ""there were more than a thousand words of text""; ""they handed out the printed text of the mayor's speech""; ""he wants to reconstruct the original text"""
a better,9091204,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","more than half; ""argued for the better part of an hour"""
also the,9085458,"in addition; ""he has a Mercedes, too""",
designed to,9084570,"done or made or performed with purpose and intent; ""style...is more than the deliberate and designed creation""- Havelock Ellis; ""games designed for all ages""; ""well-designed houses""",
to another,9081867,,
also a,9073787,"in addition; ""he has a Mercedes, too""","the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
but when,9054165,"and nothing more; ""I was merely asking""; ""it is simply a matter of time""; ""just a scratch""; ""he was only a child""; ""hopes that last but a moment""",
talking about,9053133,"an exchange of ideas via conversation; ""let's have more work and less talk around here""","in rotation or succession; ""turn about is fair play"""
the phone,9051386,,"electro-acoustic transducer for converting electric signals into sounds; it is held over or inserted into the ear; ""it was not the typing but the earphones that she disliked"""
were to,9044749,,
in contrast,9037502,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""","the opposition or dissimilarity of things that are compared; ""in contrast to""; ""by contrast"""
filled with,9036457,"(usually followed by `with' or used as a combining form) generously supplied with; ""theirs was a house filled with laughter""; ""a large hall filled with rows of desks""; ""fog-filled air""",
refer to,9034859,"make reference to; ""His name was mentioned in connection with the invention""",
show that,9034256,"the act of publicly exhibiting or entertaining; ""a remarkable show of skill""",
not make,9027481,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""",the act of mixing cards haphazardly
over and,9025305,(cricket) the division of play during which six balls are bowled at the batsman by one player from the other team from the same end of the pitch,
I shall,9021838,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
suggests that,9021111,,
no matter,9020421,a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known,"that which has mass and occupies space; ""physicists study both the nature of matter and the forces which govern it"""
nothing to,9018282,"a quantity of no importance; ""it looked like nothing I had ever seen before""; ""reduced to nil all the work we had done""; ""we racked up a pathetic goose egg""; ""it was all for naught""; ""I didn't hear zilch about it""",
it out,9016505,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,"outer or outlying; ""the out islands"""
the school,8998679,,"the period of instruction in a school; the time period when school is in session; ""stay after school""; ""he didn't miss a single day of school""; ""when the school day was done we would walk home together"""
capable of,8998299,"possibly accepting or permitting; ""a passage capable of misinterpretation""; ""open to interpretation""; ""an issue open to question""; ""the time is fixed by the director and players and therefore subject to much variation""",
to produce,8995005,,fresh fruits and vegetable grown for the market
which it,8986551,,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
the edge,8971134,,a line determining the limits of an area
these two,8957940,,"being one more than one; ""he received two messages"""
then she,8955439,"that time; that moment; ""we will arrive before then""; ""we were friends from then on""",
the girl,8948420,,"a female human offspring; ""her daughter cared for her in her old age"""
result in,8946542,"a phenomenon that follows and is caused by some previous phenomenon; ""the magnetic effect was greater when the rod was lengthwise""; ""his decision had depressing consequences for business""; ""he acted very wise after the event""","currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
or two,8945722,"a room in a hospital equipped for the performance of surgical operations; ""great care is taken to keep the operating rooms aseptic""","being one more than one; ""he received two messages"""
to read,8943788,,"something that is read; ""the article was a very good read"""
a week,8940499,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","hours or days of work in a calendar week; ""they worked a 40-hour week"""
