text,popularity,meaning1,meaning2
那 种,10987,surname Na,seed
以下 简称,10985,that level or lower,to be abbreviated to
时间 的,10985,(concept of) time,of; ~'s (possessive particle)
不 高,10985,no; not so,surname Gao
的 计划,10982,of; ~'s (possessive particle),plan
人民 检察院,10971,the people,prosecutor's office
我们 党,10971,we; us; ourselves; our,surname Dang
情况 的,10964,circumstances; state of affairs; situation,of; ~'s (possessive particle)
实践 活动,10958,practice,to exercise; to move about; to work out
的 特征,10954,of; ~'s (possessive particle),characteristic
很 少,10949,very; quite,few
具有 的,10929,to have; to possess,of; ~'s (possessive particle)
干部 的,10928,cadre,of; ~'s (possessive particle)
风险 的,10928,risk; hazard,of; ~'s (possessive particle)
的 专业,10926,of; ~'s (possessive particle),specialty
的 投入,10924,of; ~'s (possessive particle),to throw into
经济 和,10924,economy,old variant of 和[he2]
法律 援助,10920,law,to help
的 重点,10919,of; ~'s (possessive particle),to recount (e.g. results of election)
两 年,10910,two,surname Nian
的 方向,10909,of; ~'s (possessive particle),direction; orientation
的 现金,10895,of; ~'s (possessive particle),cash
才 是,10893,ability; talent,to be (followed by substantives only)
供应 商,10889,"to supply; to provide (goods, services etc)",Shang Dynasty (c. 1600–1046 BC)
国家 对,10887,country; nation; state,right; correct
此 次,10886,this; these,next in sequence
原 有,10878,surname Yuan,to have; there is
的 消费,10866,of; ~'s (possessive particle),"to consume (goods and services, resources etc)"
简单 的,10866,simple; not complicated,of; ~'s (possessive particle)
他们 在,10864,they; them,to exist; to be alive
一 届,10860,one,to arrive at (place or time)
适当 的,10859,suitable; appropriate,of; ~'s (possessive particle)
十 四,10851,ten,four
多 次,10849,many; much; more; a lot of,next in sequence
以来 的,10845,since (used after a specified time or event),of; ~'s (possessive particle)
建设 中,10843,to build; to construct; to establish; to develop; to institute,(bound form) China; Chinese
农业 生产,10840,agriculture,to produce; to manufacture
管理 人员,10838,to supervise,staff
农 产业,10837,surname Nong,industry
的 创新,10837,of; ~'s (possessive particle),to bring forth new ideas; to blaze new trails
市场 价格,10835,marketplace; market; bazaar,price
各 方,10835,each,surname Fang
金融 体系,10833,banking,system
的 货币,10827,of; ~'s (possessive particle),currency
丰富 的,10816,to enrich,of; ~'s (possessive particle)
服 务,10801,clothes,affair
业务 收入,10799,business,to take in
积极 推进,10799,active,to impel
管理 工作,10797,to supervise,to work
保障 体系,10796,to ensure,system
第 四,10794,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")",four
生产 要素,10793,to produce; to manufacture,essential factor
的 联系,10784,of; ~'s (possessive particle),variant of 聯繫|联系[lian2 xi4]
职工 的,10782,employee; staff member; worker,of; ~'s (possessive particle)
建立 起,10781,to establish,to rise
管理 体系,10781,to supervise,system
表现 出,10780,to show,to go out; to come out
一 百,10780,one,surname Bai
在 农村,10774,to exist; to be alive,rural area
一 套,10770,one,to cover
小 企业,10769,small,company; firm; enterprise; corporation
同 日,10767,like,(bound form) sun
此 同时,10759,this; these,at the same time; simultaneously
等 多,10754,to wait for; to await,many; much; more; a lot of
和 生产,10754,old variant of 和[he2],to produce; to manufacture
的 政府,10753,of; ~'s (possessive particle),government
进一步 完善,10750,to go a step further,"(of systems, facilities etc) comprehensive"
的 培养,10741,of; ~'s (possessive particle),to cultivate
居 委,10733,surname Ju,surname Wei
实现 的,10729,to achieve; to implement; to realize; to bring about,of; ~'s (possessive particle)
的 民族,10724,of; ~'s (possessive particle),nationality; ethnic group
四 十,10717,four,ten
另 一个,10716,other,a; an; one
不仅 是,10715,not just; not limited to,to be (followed by substantives only)
汕头 市,10713,see 汕頭市|汕头市[Shan4 tou2 Shi4],market
量 的,10713,to measure,of; ~'s (possessive particle)
设备 制造业,10711,equipment; facilities; installations,manufacturing industry
企业 文化,10710,company; firm; enterprise; corporation,culture
通货 膨胀,10710,currency,to expand
调整 的,10706,to adjust; to revise; to reorganize,of; ~'s (possessive particle)
开展 了,10702,to launch,(completed action marker)
民事 诉讼,10699,civil case,lawsuit
保险 公司,10692,insurance,company; firm; corporation
的 使用,10689,of; ~'s (possessive particle),to use
新 增,10686,abbr. for Xinjiang 新疆[Xin1 jiang1],(bound form) to increase; to augment; to add to
的 传统,10676,of; ~'s (possessive particle),tradition; traditional
注册 会计师,10672,to register,accountant
基金 的,10671,fund,of; ~'s (possessive particle)
而 对,10665,and,right; correct
员 先进,10665,(bound form) person engaged in a certain field of activity,sophisticated; advanced (technology etc)
大学 的,10659,"the Great Learning, one of the Four Books 四書|四书[Si4 shu1] in Confucianism",of; ~'s (possessive particle)
农村 义务,10653,rural area,duty; obligation (CL:項|项[xiang4])
违法 行为,10653,illegal,action; conduct; behavior; activity
和 创新,10650,old variant of 和[he2],to bring forth new ideas; to blaze new trails
岁 的,10649,"variant of 歲|岁[sui4], year",of; ~'s (possessive particle)
服务 质量,10649,to serve,(physics) mass
明确 的,10647,clear-cut; definite; explicit,of; ~'s (possessive particle)
流动 性,10646,to flow; to circulate; to move about; mobile; (of assets) liquid,nature
一 级,10643,one,level
事业 的,10641,undertaking,of; ~'s (possessive particle)
不 包括,10637,no; not so,to comprise
的 心,10635,of; ~'s (possessive particle),heart
我 想,10628,I; me; my,to think (about)
问题 是,10610,question,to be (followed by substantives only)
伟大 的,10605,huge; great; grand; worthy of the greatest admiration; important (contribution etc),of; ~'s (possessive particle)
不得 不,10605,must not,no; not so
经济 组织,10603,economy,to organize
社会 科学,10598,society,science
展 的,10595,surname Zhan,of; ~'s (possessive particle)
国际 经济,10594,international,economy
总体 上,10592,completely,used in 上聲|上声[shang3 sheng1]
如果 说,10587,if; in case; in the event that,to persuade
的 项目,10585,of; ~'s (possessive particle),item; project; (sports) event
循环 经济,10583,to cycle,economy
适用 于,10581,to be applicable,surname Yu
的 差距,10576,of; ~'s (possessive particle),disparity; gap
数字 化,10571,numeral,variant of 花[hua1]
的 提高,10570,of; ~'s (possessive particle),to raise
同样 的,10546,same; equal; similar,of; ~'s (possessive particle)
的 主体,10543,of; ~'s (possessive particle),main part
的 出口,10540,of; ~'s (possessive particle),an exit
农村 经济,10537,rural area,economy
我们 要,10527,we; us; ourselves; our,(bound form) to demand; to coerce
等 因素,10524,to wait for; to await,element
各 部门,10521,each,department
就 要,10519,(after a suppositional clause) in that case; then,(bound form) to demand; to coerce
跨国 公司,10512,transnational,company; firm; corporation
确定 性,10496,definite,nature
总 人口,10491,(bound form) general; overall,population
个 数,10487,used in 自個兒|自个儿[zi4 ge3 r5],to count
是 他,10486,to be (followed by substantives only),"(third-person singular) (since the early 20th century, usu. male) he; him; his"
全 社会,10485,surname Quan,society
获得 的,10476,to obtain; to receive; to get,of; ~'s (possessive particle)
会计 信息,10474,accountant,information; news; message
是 其,10472,to be (followed by substantives only),his
他 们,10464,"(third-person singular) (since the early 20th century, usu. male) he; him; his","plural marker for pronouns, and nouns referring to individuals"
最高 人民,10447,tallest,the people
通过 对,10438,to pass through; to get through,right; correct
问题 进行,10428,question,(of a process etc) to proceed; to be in progress; to be underway
为 主体,10420,as (in the capacity of),main part
抓 住,10419,to grab,to live; to reside; to stay
的 总,10411,of; ~'s (possessive particle),(bound form) general; overall
企业 社会,10409,company; firm; enterprise; corporation,society
在 对,10405,to exist; to be alive,right; correct
农村 建设,10405,rural area,to build; to construct; to establish; to develop; to institute
体现 了,10403,to embody,(completed action marker)
出台 了,10402,"to officially launch (a policy, program etc)",(completed action marker)
的 空间,10391,of; ~'s (possessive particle),space; room
发展 是,10390,development,to be (followed by substantives only)
学习 的,10381,to learn; to study,of; ~'s (possessive particle)
中 央,10380,(bound form) China; Chinese,center
社会 稳定,10369,society,steady
和 产业,10369,old variant of 和[he2],industry
产 出,10368,to give birth,to go out; to come out
针对 性,10368,to target; to focus on; to be aimed at or against; in response to,nature
了 这,10364,(completed action marker),(pronoun) this; these
阶段 的,10356,stage,of; ~'s (possessive particle)
垄断 法,10356,to monopolize,variant of 法[fa3]
西方 国家,10355,the West,country; nation; state
的 业务,10350,of; ~'s (possessive particle),business
五 十,10348,five,ten
是 为,10346,to be (followed by substantives only),as (in the capacity of)
基本 医疗,10340,basic,medical treatment
取得 的,10339,to acquire; to get; to obtain,of; ~'s (possessive particle)
每 一,10332,each,one
报 业,10328,to report; to inform; to announce,surname Ye
中央 政府,10326,central,government
市场 需求,10326,marketplace; market; bazaar,requirement
控制 的,10323,to control,of; ~'s (possessive particle)
中 最,10320,(bound form) China; Chinese,variant of 最[zui4]
会 在,10312,can; to have the skill; to know how to,to exist; to be alive
国际 金融,10311,international,banking
安全 监管,10303,safe; secure,to oversee
给 了,10301,to,(completed action marker)
指 标,10290,finger,mark
发表 了,10289,to issue,(completed action marker)
中华 民族,10267,"Zhonghua, historical and cultural term for China, often used to denote Chinese civilization and identity (as in 中華文化|中华文化[Zhong1 hua2 wen2 hua4] ""Chinese culture"")",nationality; ethnic group
美国 政府,10261,United States; USA; US,government
起来 的,10258,to stand up; to get up,of; ~'s (possessive particle)
金 融,10256,surname Jin,to melt
主要 有,10255,main; principal; major; primary,to have; there is
投标 人,10254,to bid,person; people
的 员工,10254,of; ~'s (possessive particle),staff; personnel; employee
得 出,10237,to obtain,to go out; to come out
的 实践,10209,of; ~'s (possessive particle),practice
也 不,10208,surname Ye,no; not so
要求 的,10203,to request,of; ~'s (possessive particle)
市 场,10203,market,threshing floor
的 这,10202,of; ~'s (possessive particle),(pronoun) this; these
界 的,10189,(bound form) boundary; border,of; ~'s (possessive particle)
并 对,10187,and,right; correct
胡锦涛 总,10179,"Hu Jintao (1942-), General Secretary of the CCP 2002-2012, president of the PRC 2003-2013",(bound form) general; overall
其 对,10177,his,right; correct
所 说,10173,actually,to persuade
的 做法,10173,of; ~'s (possessive particle),way of handling sth
了 我们,10173,(completed action marker),we; us; ourselves; our
基础 性,10169,base; foundation; basis,nature
的 判断,10166,of; ~'s (possessive particle),to judge; to determine; judgment
会 上,10164,can; to have the skill; to know how to,used in 上聲|上声[shang3 sheng1]
十 八,10162,ten,eight
生命 的,10161,life (as the characteristic of living beings),of; ~'s (possessive particle)
他 对,10158,"(third-person singular) (since the early 20th century, usu. male) he; him; his",right; correct
的 地,10155,of; ~'s (possessive particle),-ly
有 权,10153,to have; there is,surname Quan
加强 和,10148,to reinforce; to strengthen; to enhance,old variant of 和[he2]
结 构,10147,(of a plant) to produce (fruit or seeds),variant of 構|构[gou4]
领导 小组,10144,lead,group
现代化 建设,10139,modernization,to build; to construct; to establish; to develop; to institute
基础 的,10134,base; foundation; basis,of; ~'s (possessive particle)
实体 经济,10131,entity,economy
但 我,10129,but; yet; however; still,I; me; my
各 方面,10123,each,respect
的 结构,10116,of; ~'s (possessive particle),structure
财政 部,10115,public finance; government finance,ministry
等 地,10110,to wait for; to await,-ly
是 很,10108,to be (followed by substantives only),very; quite
农 牧,10107,surname Nong,surname Mu
在 不断,10103,to exist; to be alive,unceasing
一 一,10101,one,one
的 作品,10098,of; ~'s (possessive particle),work (of art)
之 处,10096,"(possessive particle, literary equivalent of 的[de5])",to reside
的 最终,10096,of; ~'s (possessive particle),final; ultimate
精神 的,10089,spirit,of; ~'s (possessive particle)
确定 的,10088,definite,of; ~'s (possessive particle)
发展 改革,10083,development,reform
被告 人,10072,(law) the defendant; the accused,person; people
成熟 的,10072,mature; ripe,of; ~'s (possessive particle)
一 步,10064,one,surname Bu
特定 的,10062,special; specific; designated; particular,of; ~'s (possessive particle)
经济 区,10059,economy,surname Ou
特殊 的,10057,special,of; ~'s (possessive particle)
资金 的,10050,funds; capital,of; ~'s (possessive particle)
客户 的,10035,client; customer,of; ~'s (possessive particle)
收入 分配,10030,to take in,to distribute
国际 化,10027,international,variant of 花[hua1]
绝 大,10024,to cut short,big; large; great
人口 的,10023,population,of; ~'s (possessive particle)
优势 的,10019,superiority,of; ~'s (possessive particle)
过去 的,10014,(in the) past; former; previous,of; ~'s (possessive particle)
中 全会,10009,(bound form) China; Chinese,plenary session (at a conference)
作用 的,10009,to act on; to affect,of; ~'s (possessive particle)
现代 性,10004,"Hyundai, South Korean company",nature
党建 工作,10003,,to work
关系 到,10001,relation; relationship; connection,to reach; to arrive
给 我,9998,to,I; me; my
集团 有限,9997,group,limited; finite
七 十,9996,seven,ten
相同 的,9989,identical; same,of; ~'s (possessive particle)
对 社会,9981,right; correct,society
书 的,9976,abbr. for 書經|书经[Shu1 jing1],of; ~'s (possessive particle)
的 资产,9976,of; ~'s (possessive particle),property
经济 运行,9964,economy,(of celestial bodies etc) to move along one's course
具有 一定,9958,to have; to possess,surely; certainly; definitely
离 退休,9958,mythical beast (archaic),to retire (from the workforce); to go into retirement
提 到,9956,used in 提防[di1 fang5] and 提溜[di1 liu5],to reach; to arrive
监督 检,9946,to supervise; to oversee; to inspect,to check
费用 的,9944,cost,of; ~'s (possessive particle)
在 新,9941,to exist; to be alive,abbr. for Xinjiang 新疆[Xin1 jiang1]
多样 化,9940,diverse,variant of 花[hua1]
社会 和谐,9932,society,harmonious
要 注意,9928,(bound form) to demand; to coerce,to take note of; to pay attention to
在 全国,9923,to exist; to be alive,whole nation
一 产业,9923,one,industry
领导 的,9922,lead,of; ~'s (possessive particle)
公安 机关,9921,see 公安縣|公安县[Gong1 an1 Xian4],mechanism; gear
地方 财政,9912,region,public finance; government finance
那 是,9911,surname Na,to be (followed by substantives only)
投资 项目,9907,investment,item; project; (sports) event
新 中国,9906,abbr. for Xinjiang 新疆[Xin1 jiang1],China
服务 中心,9899,to serve,center; heart; core
也 都,9898,surname Ye,surname Du
重大 问题,9897,great,question
政协 工作,9892,CPPCC (Chinese People's Political Consultative Conference),to work
的 状态,9886,of; ~'s (possessive particle),condition; state; state of affairs
既 有,9886,already,to have; there is
社会 中,9885,society,(bound form) China; Chinese
作为 一个,9881,one's conduct,a; an; one
模式 的,9878,mode; pattern; model,of; ~'s (possessive particle)
管理 水平,9854,to supervise,horizontal; level
的 行动,9848,of; ~'s (possessive particle),operation
列表 框,9847,to tabulate; to list,frame (e.g. door frame)
过程 的,9842,course of events; process,of; ~'s (possessive particle)
上 也,9842,used in 上聲|上声[shang3 sheng1],surname Ye
资产 负债,9841,property,to be in debt
的 任何,9840,of; ~'s (possessive particle),any; whatever; whichever
在 实际,9840,to exist; to be alive,reality
它们 的,9839,they; them,of; ~'s (possessive particle)
坚持 以,9833,to persevere with,old variant of 以[yi3]
革命 的,9821,to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning),of; ~'s (possessive particle)
和 供应,9819,old variant of 和[he2],"to supply; to provide (goods, services etc)"
管理 局,9819,to supervise,narrow
质量 的,9809,(physics) mass,of; ~'s (possessive particle)
的 电影,9800,of; ~'s (possessive particle),movie; film
过 的,9795,surname Guo,of; ~'s (possessive particle)
市场 机制,9791,marketplace; market; bazaar,mechanism
的 审计,9781,of; ~'s (possessive particle),to audit
在 不同,9777,to exist; to be alive,different
建立 在,9773,to establish,to exist; to be alive
万 人次,9773,used in 万俟[Mo4 qi2],person-times
加快 推进,9771,to accelerate; to speed up; to hasten,to impel
也 存在,9763,surname Ye,to exist
的 程度,9759,of; ~'s (possessive particle),degree; level; extent
的 地区,9752,of; ~'s (possessive particle),region; area (informal or geographical term)
多 万,9747,many; much; more; a lot of,used in 万俟[Mo4 qi2]
可 以,9744,(prefix) can; may; able to; -able,old variant of 以[yi3]
电影 的,9741,movie; film,of; ~'s (possessive particle)
成员 国,9738,member,surname Guo
资 企业,9736,resources,company; firm; enterprise; corporation
的 激励,9736,of; ~'s (possessive particle),to encourage
体现 在,9733,to embody,to exist; to be alive
的 对象,9731,of; ~'s (possessive particle),target; object
很 快,9726,very; quite,rapid
把 自己,9720,to hold; to grasp,oneself; (attributive) one's own
成 的,9716,surname Cheng,of; ~'s (possessive particle)
工程 建设,9713,engineering,to build; to construct; to establish; to develop; to institute
共和国 民事,9710,republic,civil case
经济 效益,9708,economy,benefit
行政 复议,9708,administration,to reconsider
小康 社会,9704,"Xiaokang, a Confucian near-ideal state of society, second only to Datong 大同[Da4 tong2]",society
学习 实践,9697,to learn; to study,practice
和 金融,9696,old variant of 和[he2],banking
的 决策,9691,of; ~'s (possessive particle),strategic decision
项 目,9688,surname Xiang,eye
这种 情况,9685,this kind of,circumstances; state of affairs; situation
长 三角,9671,long,triangle
这 方面,9669,(pronoun) this; these,respect
加快 发展,9663,to accelerate; to speed up; to hasten,development
发 事件,9663,to send out,incident; event
双方 的,9661,bilateral,of; ~'s (possessive particle)
农村 社会,9659,rural area,society
的 孩子,9659,of; ~'s (possessive particle),child
十 三,9651,ten,surname San
现实 的,9650,reality; actuality,of; ~'s (possessive particle)
人民 警察,9647,the people,police; police officer
的 资本,9645,of; ~'s (possessive particle),capital (economics)
用 的,9643,to use; to make use of; to employ,of; ~'s (possessive particle)
应当 在,9639,should; ought to,to exist; to be alive
的 产业,9637,of; ~'s (possessive particle),industry
的 科技,9635,of; ~'s (possessive particle),science and technology
一 本,9633,one,(bound form) root; stem
的 自然,9627,of; ~'s (possessive particle),nature
七 大,9625,seven,big; large; great
之 上,9622,"(possessive particle, literary equivalent of 的[de5])",used in 上聲|上声[shang3 sheng1]
所 产生,9610,actually,to arise; to come into being; to come about
投资 和,9609,investment,old variant of 和[he2]
较 好,9608,(bound form) to compare,good
有 很多,9606,to have; there is,
的 人员,9602,of; ~'s (possessive particle),staff
人民 银行,9596,the people,bank
就 必须,9584,(after a suppositional clause) in that case; then,to have to
保 障,9581,Bulgaria (abbr. for 保加利亞|保加利亚[Bao3 jia1 li4 ya4]),to block
的 应用,9574,of; ~'s (possessive particle),to put to use; to apply
长 的,9573,long,of; ~'s (possessive particle)
的 共同,9572,of; ~'s (possessive particle),common
本 次,9569,(bound form) root; stem,next in sequence
合适 的,9567,suitable; fitting; appropriate,of; ~'s (possessive particle)
数 个,9565,to count,used in 自個兒|自个儿[zi4 ge3 r5]
一定 会,9563,surely; certainly; definitely,can; to have the skill; to know how to
对 我,9563,right; correct,I; me; my
增 速,9561,(bound form) to increase; to augment; to add to,fast
尽 可能,9560,to the greatest extent,might (happen)
届 全国,9553,to arrive at (place or time),whole nation
的 增加,9549,of; ~'s (possessive particle),to raise; to increase
作品 的,9543,work (of art),of; ~'s (possessive particle)
秩序 的,9543,"order; orderliness (in society, in the classroom, on the roads etc)",of; ~'s (possessive particle)
快 发展,9542,rapid,development
公 司,9540,public,surname Si
转移 支付,9539,to shift; to relocate; to transfer,to pay (money)
在 很,9539,to exist; to be alive,very; quite
技术 和,9538,technology; technique; skill,old variant of 和[he2]
的 压力,9528,of; ~'s (possessive particle),pressure
内容 的,9527,content; substance; details,of; ~'s (possessive particle)
机制 的,9524,mechanism,of; ~'s (possessive particle)
的 行政,9523,of; ~'s (possessive particle),administration
性 问题,9522,nature,question
背景 下,9514,background; backdrop; context,down
最 佳,9512,variant of 最[zui4],surname Jia
最大 化,9505,,variant of 花[hua1]
对方 的,9504,the other person; the other side; the other party,of; ~'s (possessive particle)
的 看法,9503,of; ~'s (possessive particle),way of looking at a thing
是 由于,9501,to be (followed by substantives only),due to
对 美国,9500,right; correct,United States; USA; US
分 析,9500,to divide; to separate,to separate
处 在,9498,to reside,to exist; to be alive
和 文化,9498,old variant of 和[he2],culture
领导 者,9497,lead,(after a verb or adjective) one who (is) ...
这些 都,9494,these,surname Du
在 我国,9493,to exist; to be alive,my country; our country
你 是,9491,"you (informal, as opposed to courteous 您[nin2])",to be (followed by substantives only)
是 社会,9485,to be (followed by substantives only),society
中国 成立,9480,China,to establish
了 的,9472,(completed action marker),of; ~'s (possessive particle)
的 财务,9471,of; ~'s (possessive particle),financial affairs; finance
了 美国,9467,(completed action marker),United States; USA; US
的 不断,9462,of; ~'s (possessive particle),unceasing
值 的,9458,value,of; ~'s (possessive particle)
所说 的,9457,,of; ~'s (possessive particle)
的 故事,9455,of; ~'s (possessive particle),old practice
的 非,9451,of; ~'s (possessive particle),"abbr. for 非洲[Fei1 zhou1], Africa"
管理 部门,9445,to supervise,department
和 企业,9438,old variant of 和[he2],company; firm; enterprise; corporation
两 方面,9435,two,respect
来 实现,9435,to come,to achieve; to implement; to realize; to bring about
理论 体系,9435,theory,system
其中 的,9414,among,of; ~'s (possessive particle)
通过 的,9413,to pass through; to get through,of; ~'s (possessive particle)
财务 报表,9410,financial affairs; finance,forms for reporting statistics
提 出,9400,used in 提防[di1 fang5] and 提溜[di1 liu5],to go out; to come out
是 用,9392,to be (followed by substantives only),to use; to make use of; to employ
有 以下,9388,to have; there is,that level or lower
教育 部,9387,to educate,ministry
一 份,9381,one,"classifier for gifts, newspaper, magazine, papers, reports, contracts etc"
在 台湾,9377,to exist; to be alive,variant of 臺灣|台湾[Tai2 wan1]
广泛 的,9377,wide; broad; extensive; widespread,of; ~'s (possessive particle)
法律 的,9363,law,of; ~'s (possessive particle)
种 方式,9359,seed,way; method; manner; mode; pattern (of behavior etc)
但 他,9359,but; yet; however; still,"(third-person singular) (since the early 20th century, usu. male) he; him; his"
的 税收,9357,of; ~'s (possessive particle),taxation
组织 开展,9352,to organize,to launch
的 建议,9352,of; ~'s (possessive particle),to propose; to suggest; to recommend
年鉴 一,9351,annual report,one
教 育,9348,surname Jiao,to have children
大学 出版,9347,"the Great Learning, one of the Four Books 四書|四书[Si4 shu1] in Confucianism",to publish
是 不是,9344,to be (followed by substantives only),no
人员 数,9341,staff,to count
解决 的,9338,to solve; to resolve; to settle (a problem),of; ~'s (possessive particle)
会计 准则,9336,accountant,norm
的 人生,9335,of; ~'s (possessive particle),life (one's time on earth)
的 监督,9329,of; ~'s (possessive particle),to supervise; to oversee; to inspect
组 织,9328,to form,to weave
等 各,9328,to wait for; to await,each
强大 的,9328,big and strong; formidable; powerful,of; ~'s (possessive particle)
在 一些,9325,to exist; to be alive,some; a few; a little; (following an adjective) slightly ...er
党 中央,9321,surname Dang,central
认为 是,9318,to believe; to think; to consider; to feel,to be (followed by substantives only)
了 许多,9318,(completed action marker),many
有 了,9315,to have; there is,(completed action marker)
著名 的,9314,famous,of; ~'s (possessive particle)
框 中,9313,frame (e.g. door frame),(bound form) China; Chinese
主要 的,9307,main; principal; major; primary,of; ~'s (possessive particle)
保护 和,9307,to protect,old variant of 和[he2]
日 至,9295,(bound form) sun,to arrive
大 国,9291,big; large; great,surname Guo
会 对,9289,can; to have the skill; to know how to,right; correct
的 评价,9281,of; ~'s (possessive particle),to evaluate
的 意思,9280,of; ~'s (possessive particle),idea
处罚 权,9280,to penalize,surname Quan
农林 牧,9275,agriculture and forestry,surname Mu
公司 治理,9275,company; firm; corporation,to govern
等 领域,9270,to wait for; to await,domain; sphere; field; territory; area
经济 法,9266,economy,variant of 法[fa3]
的 家庭,9260,of; ~'s (possessive particle),family; household
层次 的,9257,layer,of; ~'s (possessive particle)
地位 和,9256,position,old variant of 和[he2]
投 人,9254,"to throw (sth in a specific direction: ball, javelin, grenade etc)",person; people
很多 人,9252,,person; people
公共 产品,9252,public; common; communal,goods
和 民族,9244,old variant of 和[he2],nationality; ethnic group
政策 和,9226,policy,old variant of 和[he2]
的 情感,9225,of; ~'s (possessive particle),feeling
制定 了,9225,to draw up; to formulate,(completed action marker)
质量 管理,9219,(physics) mass,to supervise
考虑 到,9217,to think over,to reach; to arrive
利用 的,9217,to exploit,of; ~'s (possessive particle)
类型 的,9214,type; kind; category,of; ~'s (possessive particle)
收益 率,9206,earnings,(bound form) ratio; rate; proportion
一个 国家,9204,a; an; one,country; nation; state
组织 和,9204,to organize,old variant of 和[he2]
一 项,9201,one,surname Xiang
行业 协会,9186,trade; profession; industry; business,an association
和 中国,9185,old variant of 和[he2],China
完整 的,9179,complete,of; ~'s (possessive particle)
年 到,9174,surname Nian,to reach; to arrive
民族 工作,9172,nationality; ethnic group,to work
的 自我,9161,of; ~'s (possessive particle),the self; oneself; self-
的 角色,9160,of; ~'s (possessive particle),role; part (in a play or movie etc)
的 朋友,9153,of; ~'s (possessive particle),friend
的 物质,9148,of; ~'s (possessive particle),matter
情况 进行,9147,circumstances; state of affairs; situation,(of a process etc) to proceed; to be in progress; to be underway
在 一,9146,to exist; to be alive,one
发展 战略,9142,development,strategy
少 的,9139,few,of; ~'s (possessive particle)
请求 方,9137,to request; to ask,surname Fang
更好 地,9130,,-ly
的 水平,9126,of; ~'s (possessive particle),horizontal; level
的 位置,9125,of; ~'s (possessive particle),position
日本 的,9125,Japan,of; ~'s (possessive particle)
政 府,9120,political,seat of government
制度 安排,9115,"system (e.g. political, adminstrative etc)",to arrange
一 些,9114,one,"classifier indicating a small amount or small number greater than 1: some, a few, several"
权 和,9107,surname Quan,old variant of 和[he2]
为 目标,9105,as (in the capacity of),target
深 人,9100,old variant of 深[shen1],person; people
的 进一步,9099,of; ~'s (possessive particle),to go a step further
萨 达,9097,surname Sa,surname Da
的 观念,9096,of; ~'s (possessive particle),notion
大 幅度,9095,big; large; great,width
为 自己,9094,as (in the capacity of),oneself; (attributive) one's own
餐饮 业,9091,food and beverage,surname Ye
过 了,9091,surname Guo,(completed action marker)
床位 数,9085,"bed (in hospital, hotel, train etc)",to count
的 限制,9081,of; ~'s (possessive particle),to restrict
中国 传统,9080,China,tradition; traditional
化 水平,9078,variant of 花[hua1],horizontal; level
标 准,9074,mark,to allow
最好 的,9074,best,of; ~'s (possessive particle)
的 趋势,9068,of; ~'s (possessive particle),trend; tendency
经济 形势,9067,economy,circumstances
人类 社会,9063,humanity,society
生 产,9062,to grow; to give birth; to produce; to be born,to give birth
北 约,9059,north,to weigh in a balance or on a scale
十 九,9056,ten,nine
我们 认为,9056,we; us; ourselves; our,to believe; to think; to consider; to feel
在 上海,9054,to exist; to be alive,Shanghai municipality (short name 滬|沪[Hu4])
的 宏观,9052,of; ~'s (possessive particle),macro-
上 都,9051,used in 上聲|上声[shang3 sheng1],surname Du
普 京,9048,general,surname Jing
责任 审计,9042,responsibility; duty; liability,to audit
等 人,9040,to wait for; to await,person; people
和 投资,9038,old variant of 和[he2],investment
的 那,9036,of; ~'s (possessive particle),surname Na
未 能,9034,not yet,surname Neng
档案 工作,9034,file; record; archive,to work
世界 经济,9024,world,economy
字符 串,9021,character (computing),to string together
共同 的,9020,common,of; ~'s (possessive particle)
人民 出版,9019,the people,to publish
的 这些,9014,of; ~'s (possessive particle),these
年 全国,9013,surname Nian,whole nation
副 主任,9007,secondary,director
的 直接,9007,of; ~'s (possessive particle),direct (opposite: indirect 間接|间接[jian4 jie1])
回 到,8999,Hui ethnic group (Chinese Muslims),to reach; to arrive
可持续 发展,8996,sustainable,development
农 村,8995,surname Nong,village
地 把,8995,-ly,to hold; to grasp
主 义,8991,owner,surname Yi
务 院,8986,affair,courtyard
创造 了,8983,to create,(completed action marker)
孩子 的,8981,child,of; ~'s (possessive particle)
县 级,8977,county,level
不 合理,8977,no; not so,rational; reasonable; sensible; fair
这 也,8976,(pronoun) this; these,surname Ye
年代 初,8975,a decade of a century (e.g. the Sixties),(bound form) at first; initially
的 道路,8973,of; ~'s (possessive particle),road
的 事实,8964,of; ~'s (possessive particle),fact
控制 权,8963,to control,surname Quan
的 最后,8962,of; ~'s (possessive particle),final; last; ultimate
分析 的,8962,to analyze,of; ~'s (possessive particle)
了 更,8961,(completed action marker),to change or replace
而 产生,8958,and,to arise; to come into being; to come about
资源 和,8955,see 資源縣|资源县[Zi1 yuan2 Xian4],old variant of 和[he2]
市场 中,8950,marketplace; market; bazaar,(bound form) China; Chinese
的 了,8944,of; ~'s (possessive particle),(completed action marker)
和 经营,8937,old variant of 和[he2],to engage in (business etc); to run; to operate
的 统一,8936,of; ~'s (possessive particle),to unify; to integrate
共产 主义,8936,(adj.) communist,-ism
的 代表,8934,of; ~'s (possessive particle),representative
只 能,8933,variant of 隻|只[zhi1],surname Neng
促进 了,8932,to promote (an idea or cause); to advance; boost,(completed action marker)
