text,popularity,meaning1,meaning2
y qué,936886,letter,(see usage notes) what; which
los países,936635,"masculine plural of ""el"" (the)",
que están,936521,that,
hijo de,935141,son,letter: d
o por,935057,letter,by
en estos,932912,"in, at, on","alternative spelling of ""éstos"" (“these ones”)"
la mente,932787,feminine singular definite article; the,"mind, intellect"
Universidad de,931597,"university, (US) college",letter: d
pero se,930153,but,"abbreviation of ""sudeste""; southeast"
miró a,928778,surname,letter
del hombre,928586,"of the, from the (+ a masculine noun in singular)","man, (adult male human)"
of the,928564,,
través del,927298,"bend, turn","of the, from the (+ a masculine noun in singular)"
nada que,926938,"nothing, zero, zilch, not...anything",that
el libro,926926,masculine singular definite article; the,book
de eso,926720,letter: d,"acronym of ""Educación Secundaria Obligatoria"" (“the Spanish secondary education system that aims to prepare students between the ages of 11 and 16 for their next studies or the world of work.”)"
el resultado,926083,masculine singular definite article; the,"result, outcome, finding, upshot"
al principio,925348,"initialism of ""América Latina""",principle
tiene un,924785,,an; a
dicho que,924515,"mentioned, said, aforementioned",that
van a,923765,van (vehicle),letter
para ser,922988,"for, to (expressing a recipient)",to be (essentially or identified as)
no fue,922899,"abbreviation of ""noroeste""; northwest",
en todos,922251,"in, at, on",
en silencio,921550,"in, at, on",silence
se sentía,921056,"abbreviation of ""sudeste""; southeast",
de ello,920532,letter: d,"it, neuter third-person subject and disjunctive pronoun"
la sangre,920289,feminine singular definite article; the,blood
el pelo,920271,masculine singular definite article; the,hair (a single hair)
al fin,920070,"initialism of ""América Latina""",end
que tú,919711,that,you (second-person singular pronoun)
su propio,919223,given name,own (belonging to)
el principio,917834,masculine singular definite article; the,principle
la práctica,917793,feminine singular definite article; the,practice
que hace,917567,that,"ago (Note: unlike in English, hace precedes the number.)"
como a,916929,"Como (A city and comune in capital in province of Como, Lombardy.)",letter
clase de,916848,lecture,letter: d
las de,916598,feminine plural definite article; the,letter: d
entre ellos,916428,between,"plural of ""él"" (“they, them”)"
con más,915046,with,more; -er (used to make comparisons)
le preguntó,909548,"to him, for him; inflection of ""él""",
ella y,909097,"she, her (used subjectively and after prepositions)",letter
la pared,909048,feminine singular definite article; the,"wall, especially of a house or room"
a cada,908520,letter,each; every
la lengua,908478,feminine singular definite article; the,tongue (organ)
objeto de,907034,object,letter: d
causa de,906249,cause,letter: d
había estado,906189,"smart inflection of ""haber""",state (any sovereign polity)
es como,905984,,"Como (A city and comune in capital in province of Como, Lombardy.)"
e incluso,903706,letter,"enclosed, included"
con ellos,902358,with,"plural of ""él"" (“they, them”)"
la organización,902317,feminine singular definite article; the,organization
todo esto,902067,all; every,"neuter singular of ""éste"""
hay un,901720,"alternative form of ""ahí""",an; a
por primera,901397,by,first gear (lowest gear in a motor vehicle)
se encuentran,901396,"abbreviation of ""sudeste""; southeast",
su vez,900680,given name,"time, instance"
los pies,900241,"masculine plural of ""el"" (the)",
el sol,899219,masculine singular definite article; the,the Sun
función de,899117,function,letter: d
de datos,899106,letter: d,"plural of ""dato"""
hay una,899077,"alternative form of ""ahí""","acronym of ""Universidad Nacional de Agricultura"""
el campo,897130,masculine singular definite article; the,surname
el dolor,897067,masculine singular definite article; the,"pain, ache, aching soreness, tenderness (physical)"
Nueva York,894985,"A village in northeastern Asturias, Spain",York
en caso,894846,"in, at, on",case (situation or fact)
vida y,894672,life,letter
de España,894402,letter: d,"Spain (A country in Southern Europe, including most of the Iberian peninsula.)"
no tengo,894096,"abbreviation of ""noroeste""; northwest",
Buenos Aires,893567,,
ojos de,891802,,letter: d
de México,891653,letter: d,Mexico (a country in North America)
trataba de,891334,,letter: d
que pueden,890847,that,
entrar en,889661,to enter; to come in; to get in; to go in; to get inside; to come on in,"in, at, on"
al igual,887846,"initialism of ""América Latina""","equal, same"
dejar de,887795,to leave (to place),letter: d
el siglo,887332,masculine singular definite article; the,century
cambio de,886251,"change, shift",letter: d
un sistema,885151,an; a,system
una sola,885128,"acronym of ""Universidad Nacional de Agricultura""",surname
su hermano,884946,given name,brother
que fuera,878813,that,outside
y todo,876536,letter,all; every
la iglesia,875643,feminine singular definite article; the,Church (institution)
para una,875570,"for, to (expressing a recipient)","acronym of ""Universidad Nacional de Agricultura"""
al cabo,875422,"initialism of ""América Latina""","end, edge, extremity (furthest or terminal point of something)"
el futuro,875313,masculine singular definite article; the,future (occurring in the future)
dijo el,875183,,masculine singular definite article; the
con todo,874346,with,all; every
pensar que,874226,"to think, ponder",that
la siguiente,873906,feminine singular definite article; the,following
la salud,873462,feminine singular definite article; the,health
la gran,872523,feminine singular definite article; the,"apocopic form of ""grande""; great, grand"
que iba,871929,that,
ser el,871642,to be (essentially or identified as),masculine singular definite article; the
las mismas,871096,feminine plural definite article; the,
su nombre,868981,given name,name
y otras,868563,letter,
que siempre,867324,that,always
debajo de,866562,underneath,letter: d
a tener,866037,letter,to have; to possess
el primero,865464,masculine singular definite article; the,"former (in contrast to the latter), first, first one"
ver con,865254,"to see, to spot",with
en dos,865209,"in, at, on",two
sino también,864836,"destiny, fate, lot","also, too, as well"
la mitad,864771,feminine singular definite article; the,half
la propia,864367,feminine singular definite article; the,
la creación,864366,feminine singular definite article; the,creation
los problemas,864145,"masculine plural of ""el"" (the)",
vez de,864091,"time, instance",letter: d
cosa que,862246,"thing (object, concept)",that
de aquella,862058,letter: d,"feminine singular of ""aquel"""
se levantó,861858,"abbreviation of ""sudeste""; southeast",
el dinero,860972,masculine singular definite article; the,money
fue un,860695,,an; a
de julio,860297,letter: d,given name
también en,859583,"also, too, as well","in, at, on"
ser una,857807,to be (essentially or identified as),"acronym of ""Universidad Nacional de Agricultura"""
la comunidad,857382,feminine singular definite article; the,community
la nueva,856271,feminine singular definite article; the,"A village in northeastern Asturias, Spain"
a otros,855369,letter,"masculine plural of ""otro"""
pero lo,854924,but,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
la figura,854700,feminine singular definite article; the,figure
mientras se,854432,meanwhile,"abbreviation of ""sudeste""; southeast"
y te,854099,letter,letter: t
de tener,851962,letter: d,to have; to possess
la música,851937,feminine singular definite article; the,music
en qué,851915,"in, at, on",(see usage notes) what; which
la época,851382,feminine singular definite article; the,"epoch, era, age, time, day"
de comunicación,850741,letter: d,communication
sus hijos,850272,"plural of ""su""; one's, his, her, its, their (with plural possessee)","plural of ""hijo"" (sons, children)"
el Estado,849869,masculine singular definite article; the,state (any sovereign polity)
el fondo,848746,masculine singular definite article; the,bottom
un tiempo,848612,an; a,time
poco a,848480,"little, not much",letter
cuando los,847416,when,"masculine plural of ""el"" (the)"
el control,846053,masculine singular definite article; the,"control, or running of a business"
a poco,846030,letter,"little, not much"
de ti,845497,letter: d,"inflection of ""tú"""
que ahora,845323,that,now (at the present time)
de información,844709,letter: d,"information, data"
lo menos,844552,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that",less
el padre,843164,masculine singular definite article; the,Father (a title for a Latin Catholic priest and also God the Father)
sus manos,842675,"plural of ""su""; one's, his, her, its, their (with plural possessee)",
los hijos,841981,"masculine plural of ""el"" (the)","plural of ""hijo"" (sons, children)"
seguro de,838971,secure; safe (free from danger),letter: d
supongo que,836180,,that
el país,835319,masculine singular definite article; the,country (the territory of a nation)
esta vez,834741,"alternative spelling of ""ésta"" (“this one”)","time, instance"
ha hecho,833880,"initialism of ""ácido hialurónico""","done, completed"
según el,833005,according to,masculine singular definite article; the
el interior,832383,masculine singular definite article; the,"inner, interior"
tenía la,832088,,feminine singular definite article; the
a alguien,830288,letter,"someone, somebody"
en todas,829924,"in, at, on",
muerte de,829612,death (the cessation of life),letter: d
el niño,829146,masculine singular definite article; the,"child, boy"
del cuerpo,827525,"of the, from the (+ a masculine noun in singular)",body (the physical structure of a human or animal)
este libro,827063,this,book
del día,826936,"of the, from the (+ a masculine noun in singular)",day (any period of 24 hours)
la expresión,826081,feminine singular definite article; the,expression
principio de,825153,principle,letter: d
existencia de,824456,existence,letter: d
la pena,823282,feminine singular definite article; the,"punishment, sentence"
más importante,823250,more; -er (used to make comparisons),"important, that cares, that matters"
medida que,821874,"measurement; measure, gauge",that
del pueblo,821541,"of the, from the (+ a masculine noun in singular)","town, village"
un año,821468,an; a,surname
que podía,821410,that,
tenemos que,821184,,that
ley de,819574,law (a well-established characteristic of nature),letter: d
persona que,819519,person (an individual; usually a human being),that
su parte,819144,given name,part; section; portion; share; piece; bit; cut; proportion
tal como,819133,such,"Como (A city and comune in capital in province of Como, Lombardy.)"
o un,818894,letter,an; a
tuvo que,818784,,that
su rostro,818436,given name,face (the front part of the head)
de otro,817953,letter: d,"other, another"
posible que,817732,possible,that
dio un,816285,,an; a
en efecto,815952,"in, at, on",effect
me he,815237,"initialism of ""muerte encefálica"" (“brain death”)",here is [+(suffixed) accusative or aquí or ahí or allí]
a decir,815195,letter,"to say, to tell, to name, to mention"
de tres,813802,letter: d,three
sus padres,813153,"plural of ""su""; one's, his, her, its, their (with plural possessee)","plural of ""padre"" (parents)"
los siguientes,812623,"masculine plural of ""el"" (the)",
el brazo,812571,masculine singular definite article; the,arm
el tipo,812188,masculine singular definite article; the,"kind, type, sort, manner"
hablar con,811922,"to talk; to speak; to communicate using words [+con (with), along with de or sobre (about), along with en (in (a language)), along with dative (person spoken to), along with accusative (what is said)]",with
se trataba,811791,"abbreviation of ""sudeste""; southeast",
de otra,811418,letter: d,
grado de,811229,degree,letter: d
DE LA,810646,letter: d,feminine singular definite article; the
aún más,810040,"still, yet",more; -er (used to make comparisons)
había dicho,809136,"smart inflection of ""haber""","mentioned, said, aforementioned"
aún no,808778,"still, yet","abbreviation of ""noroeste""; northwest"
ya lo,808223,"(in the present or imperative) now, right now, (in the negative) anymore, no longer","inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
la formación,807703,feminine singular definite article; the,formation
las empresas,805990,feminine plural definite article; the,
de madera,805713,letter: d,wood
tanto en,805058,so much; as much; that much,"in, at, on"
es cierto,805051,,true
según la,804224,according to,feminine singular definite article; the
o menos,803734,letter,less
consiste en,803641,,"in, at, on"
porque el,802183,because,masculine singular definite article; the
a toda,802019,letter,
que cuando,801725,that,when
el papel,801633,masculine singular definite article; the,paper
tras la,801603,"after, following, in the wake of; upon",feminine singular definite article; the
o que,801475,letter,that
un pequeño,801053,an; a,small; little
concepto de,800891,concept,letter: d
si fuera,798957,"A @abbrev of:Sinaloa state, Mexico",outside
un proceso,798714,an; a,process
los efectos,798244,"masculine plural of ""el"" (the)",
los pacientes,798241,"masculine plural of ""el"" (the)",
la investigación,797762,feminine singular definite article; the,investigation
me parece,797568,"initialism of ""muerte encefálica"" (“brain death”)",
formas de,796763,,letter: d
su mano,796422,given name,hand
los padres,795889,"masculine plural of ""el"" (the)","plural of ""padre"" (parents)"
no pudo,795775,"abbreviation of ""noroeste""; northwest",
control de,795644,"control, or running of a business",letter: d
de tal,795550,letter: d,such
de esas,795533,letter: d,"feminine plural of ""ese""; those"
pero es,795526,but,
una cosa,795351,"acronym of ""Universidad Nacional de Agricultura""","thing (object, concept)"
para él,794713,"for, to (expressing a recipient)","he, him, masculine personal third person subject and disjunctive pronoun (used as a subject and after prepositions)"
de sí,794275,letter: d,"yes, yeah, (used to respond affirmatively to a question, used both informally and formally)"
tiene una,794108,,"acronym of ""Universidad Nacional de Agricultura"""
pero a,793470,but,letter
salir de,792032,"to go out, to leave, to depart, to head out",letter: d
de mayo,791802,letter: d,May
para evitar,790389,"for, to (expressing a recipient)","to avoid, to bypass, to evade, to circumvent, to dodge, to shun, to eschew (to steer clear of)"
derecho de,789858,straight (not crooked or bent; having a constant direction throughout its length),letter: d
de tiempo,789712,letter: d,time
mayor parte,789339,"comparative of ""grande"": bigger",part; section; portion; share; piece; bit; cut; proportion
obra de,789336,work (usually literary or artistic),letter: d
en otras,788548,"in, at, on",
era que,788105,"era, age",that
la función,787342,feminine singular definite article; the,function
de poder,786547,letter: d,"to be able to, can"
riesgo de,786438,risk; the possibility of harm or an unfavorable outcome from random chance,letter: d
de junio,786371,letter: d,surname
de inmediato,786072,letter: d,immediate
un solo,785779,an; a,sole; one; only; single (unique)
que ser,785765,that,to be (essentially or identified as)
la región,783527,feminine singular definite article; the,"alternative case form of ""región"""
el espacio,783413,masculine singular definite article; the,space (distance between things)
puede que,782968,it's possible; could be,that
el propio,782409,masculine singular definite article; the,own (belonging to)
y ya,782346,letter,"(in the present or imperative) now, right now, (in the negative) anymore, no longer"
que pueda,782104,that,
las cuales,781665,feminine plural definite article; the,
a mis,781343,letter,
porque la,781288,because,feminine singular definite article; the
se fue,781068,"abbreviation of ""sudeste""; southeast",
de La,780313,letter: d,feminine singular definite article; the
es importante,779569,,"important, that cares, that matters"
cual se,779192,"like, as, in the manner of","abbreviation of ""sudeste""; southeast"
de uno,779085,letter: d,one
y mi,778908,letter,"apocopic form of ""mío"", my"
si me,778622,"A @abbrev of:Sinaloa state, Mexico","initialism of ""muerte encefálica"" (“brain death”)"
cabeza y,778227,surname,letter
el ámbito,777796,masculine singular definite article; the,"scope, field"
un niño,777083,an; a,"child, boy"
tienes que,776625,,that
la manera,776490,feminine singular definite article; the,way; manner; method; style
de color,776394,letter: d,"color / colour, hue"
la construcción,775286,feminine singular definite article; the,construction
de nosotros,773393,letter: d,we (masculine plural)
en nuestro,773275,"in, at, on",ours
una vida,772120,"acronym of ""Universidad Nacional de Agricultura""",life
se hizo,771926,"abbreviation of ""sudeste""; southeast",
que estaban,771775,that,
su familia,771017,given name,family (group of people related to each other)
el paso,770153,masculine singular definite article; the,"acronym of ""(elecciones) primarias, abiertas, simultáneas y obligatorias"" (“primary, open, simultaneous, and mandatory (elections)”)"
más o,768930,more; -er (used to make comparisons),letter
su hija,768188,given name,"daughter; female equivalent of ""hijo"""
la policía,767967,feminine singular definite article; the,"Civility, polity, public order, police, fineness, neatness, urbanity"
está bien,767883,,well (adverbial form of bueno)
menos que,767831,less,that
la sensación,767759,feminine singular definite article; the,sensation
el tratamiento,766839,masculine singular definite article; the,treatment (the process or manner of treating someone or something)
tenía un,766485,,an; a
día siguiente,766483,day (any period of 24 hours),following
las siguientes,766085,feminine plural definite article; the,
siempre que,766053,always,that
de noviembre,765998,letter: d,November
los miembros,765807,"masculine plural of ""el"" (the)",
en particular,765428,"in, at, on","specific, particular"
valor de,765233,value (all senses),letter: d
la vuelta,765217,feminine singular definite article; the,the Vuelta a España
a ese,764594,letter,letter: s
una relación,763296,"acronym of ""Universidad Nacional de Agricultura""",relation
menos de,761294,less,letter: d
el estado,761281,masculine singular definite article; the,state (any sovereign polity)
de octubre,760917,letter: d,October
la economía,760278,feminine singular definite article; the,economy
trabajo de,760037,"work, job",letter: d
que sólo,759997,that,"superseded spelling of ""solo"""
sentido de,759187,"deeply felt, heartfelt",letter: d
en voz,758378,"in, at, on",voice
a uno,758046,letter,one
es tan,757961,,"so, as"
cuenta que,757697,"count, tally",that
en sí,757388,"in, at, on","yes, yeah, (used to respond affirmatively to a question, used both informally and formally)"
era muy,757234,"era, age","apocopic form of ""mucho""; very"
sí misma,757091,"yes, yeah, (used to respond affirmatively to a question, used both informally and formally)",
hombre de,757012,"man, (adult male human)",letter: d
los elementos,755886,"masculine plural of ""el"" (the)",
la memoria,754408,feminine singular definite article; the,memory (the ability of the brain to record information)
llevar a,754029,to take somewhere,letter
para ello,753708,"for, to (expressing a recipient)","it, neuter third-person subject and disjunctive pronoun"
la dirección,752306,feminine singular definite article; the,direction
durante un,751955,"during, in, over",an; a
en términos,751914,"in, at, on",
y entonces,751515,letter,"then, next, thereupon, at that time, at that point"
mucho que,751427,"much, a lot of",that
de marzo,751401,letter: d,surname
la estructura,751393,feminine singular definite article; the,structure
seguro que,751353,secure; safe (free from danger),that
fue a,751217,,letter
mano de,751059,hand,letter: d
miembros de,750979,,letter: d
pese a,750611,,letter
que cada,749802,that,each; every
los recursos,749468,"masculine plural of ""el"" (the)",
que eso,749427,that,"acronym of ""Educación Secundaria Obligatoria"" (“the Spanish secondary education system that aims to prepare students between the ages of 11 and 16 for their next studies or the world of work.”)"
campo de,749236,surname,letter: d
de ahí,749044,letter: d,there (away from the speaker)
la enfermedad,748945,feminine singular definite article; the,"illness, disease"
se detuvo,748274,"abbreviation of ""sudeste""; southeast",
aquellos que,747914,"alternative spelling of ""aquéllos""; those ones (over there; implying some distance). The unaccented form can function as a pronoun if it can be unambiguously deduced as such from context",that
del trabajo,747799,"of the, from the (+ a masculine noun in singular)","work, job"
de enero,747593,letter: d,January
las piernas,746951,feminine plural definite article; the,twit; idiot
los procesos,746527,"masculine plural of ""el"" (the)",
un rato,746353,an; a,"a while, bit (a short period of time)"
la importancia,745070,feminine singular definite article; the,importance
era lo,745051,"era, age","inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
que haya,744667,that,"beech, beech tree"
se sentó,744572,"abbreviation of ""sudeste""; southeast",
la teoría,744116,feminine singular definite article; the,theory
a medida,744083,letter,"measurement; measure, gauge"
de oro,743561,letter: d,gold
desde luego,743469,since (from a specified time in the past),then (afterward)
por no,743287,by,"abbreviation of ""noroeste""; northwest"
qué se,743009,(see usage notes) what; which,"abbreviation of ""sudeste""; southeast"
la mejor,742868,feminine singular definite article; the,better
análisis de,741966,analysis (decomposition into parts),letter: d
en vez,741618,"in, at, on","time, instance"
el estudio,741508,masculine singular definite article; the,study
la República,741019,feminine singular definite article; the,republic
el objetivo,740988,masculine singular definite article; the,objective
su voz,740890,given name,voice
muchas veces,740217,,"by, times (multiplication)"
qué te,740200,(see usage notes) what; which,letter: t
la falta,739827,feminine singular definite article; the,"lack, shortage"
la línea,739680,feminine singular definite article; the,line (a straight path through two or more points)
llena de,739445,,letter: d
y hasta,737316,letter,even
lugar a,737280,place,letter
una pequeña,736782,"acronym of ""Universidad Nacional de Agricultura""",
quiero que,736246,,that
entre sus,735720,between,"plural of ""su""; one's, his, her, its, their (with plural possessee)"
lejos de,735543,"far, far away",letter: d
tener que,735454,to have; to possess,that
saber que,735143,"to know, to understand (a fact)",that
durante los,734860,"during, in, over","masculine plural of ""el"" (the)"
a esa,732652,letter,"alternative spelling of ""ésa"""
a qué,732604,letter,(see usage notes) what; which
de abril,732382,letter: d,April
se va,732337,"abbreviation of ""sudeste""; southeast",okay
esto no,732205,"neuter singular of ""éste""","abbreviation of ""noroeste""; northwest"
servicio de,731383,service,letter: d
le dije,730391,"to him, for him; inflection of ""él""","adorns, locket"
lo siento,729699,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that",
había tenido,729251,"smart inflection of ""haber""",
la clase,729199,feminine singular definite article; the,lecture
y tú,728824,letter,you (second-person singular pronoun)
las actividades,728661,feminine plural definite article; the,
voz de,728141,voice,letter: d
las primeras,727807,feminine plural definite article; the,
la cantidad,727626,feminine singular definite article; the,amount
los servicios,727164,"masculine plural of ""el"" (the)",
diciembre de,726989,December,letter: d
lleno de,726923,full,letter: d
para ver,726796,"for, to (expressing a recipient)","to see, to spot"
por completo,725432,by,"full, complete"
tiempo para,725206,time,"for, to (expressing a recipient)"
el grupo,724792,masculine singular definite article; the,group
ser humano,723195,to be (essentially or identified as),human
por ciento,723122,by,one hundred (100) (only in compounds followed by lower numerals)
a nivel,722958,letter,"level, tier, height (distance relative to a given reference elevation)"
cuál es,722914,what; which,
acababa de,720817,,letter: d
mediante la,720521,"by means of, through, using",feminine singular definite article; the
por mi,719593,by,"apocopic form of ""mío"", my"
la ciencia,719192,feminine singular definite article; the,science
tiempo y,718586,time,letter
un gesto,718046,an; a,gesture
en función,717434,"in, at, on",function
la Constitución,717389,feminine singular definite article; the,Constitución (a neighbourhood of in central Buenos Aires in Argentina)
los trabajadores,716494,"masculine plural of ""el"" (the)",
cuando me,715672,when,"initialism of ""muerte encefálica"" (“brain death”)"
en primer,715251,"in, at, on","apocopic form of ""primero"" (first)"
a dar,715071,letter,"to give, to give out"
mitad de,713824,half,letter: d
las partes,713678,feminine plural definite article; the,genitalia
me gusta,713579,"initialism of ""muerte encefálica"" (“brain death”)",
estudio de,711948,study,letter: d
en otros,711648,"in, at, on","masculine plural of ""otro"""
toda su,711624,,given name
una manera,711305,"acronym of ""Universidad Nacional de Agricultura""",way; manner; method; style
mismo que,710352,same; identical; one and the same; indicates that the two compared noun clauses both represent the one thing,that
la del,709597,feminine singular definite article; the,"of the, from the (+ a masculine noun in singular)"
su trabajo,707752,given name,"work, job"
después del,706997,"later, afterwards, afterward, post","of the, from the (+ a masculine noun in singular)"
ojos y,705223,,letter
lo de,705069,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that",letter: d
las leyes,704144,feminine plural definite article; the,
crees que,703204,,that
de sangre,700348,letter: d,blood
el mercado,700281,masculine singular definite article; the,surname
libro de,698877,book,letter: d
mano y,697590,hand,letter
condiciones de,697577,,letter: d
era su,696353,"era, age",given name
haber sido,696261,to have; forms the perfect aspect [+masculine singular past participle],
o bien,695552,letter,well (adverbial form of bueno)
ha dicho,695449,"initialism of ""ácido hialurónico""","mentioned, said, aforementioned"
que solo,695217,that,sole; one; only; single (unique)
la calidad,693901,feminine singular definite article; the,quality (level of excellence)
una mirada,693201,"acronym of ""Universidad Nacional de Agricultura""","look, glance"
se ve,692910,"abbreviation of ""sudeste""; southeast",letter: v
un punto,692453,an; a,"point (specific spot, location, or place)"
de aquí,691817,letter: d,here (in the speaker's location)
un instante,690973,an; a,"instant, moment"
estar en,690439,to be (have a temporary or permanent location in space),"in, at, on"
la oscuridad,689938,feminine singular definite article; the,darkness
miles de,689938,thousands,letter: d
dio cuenta,689899,,"count, tally"
la seguridad,689828,feminine singular definite article; the,"safety, security"
años y,689748,,letter
para siempre,688637,"for, to (expressing a recipient)",always
la superficie,688107,feminine singular definite article; the,surface
orden de,687881,order (command),letter: d
en nuestra,687641,"in, at, on",
todo en,687390,all; every,"in, at, on"
había pasado,687049,"smart inflection of ""haber""",past
alguien que,686522,"someone, somebody",that
de más,686027,letter: d,more; -er (used to make comparisons)
con respecto,685966,with,"respect, regard, connection, relation, relationship"
había dejado,684779,"smart inflection of ""haber""","sloppy, lax (person)"
pérdida de,684649,loss,letter: d
tratando de,684569,,letter: d
el coche,684333,masculine singular definite article; the,"car, automobile"
en algún,683644,"in, at, on","apocopic form of ""alguno""; some, any"
tener un,683575,to have; to possess,an; a
al tiempo,683367,"initialism of ""América Latina""",time
también la,683305,"also, too, as well",feminine singular definite article; the
a fin,682519,letter,end
ser la,681872,to be (essentially or identified as),feminine singular definite article; the
no he,680844,"abbreviation of ""noroeste""; northwest",here is [+(suffixed) accusative or aquí or ahí or allí]
interior de,680014,"inner, interior",letter: d
con fuerza,679424,with,force
la aplicación,679216,feminine singular definite article; the,"application, use (the act of applying as a means; the employment of means to accomplish an end; specific use)"
el texto,679183,masculine singular definite article; the,text
se produce,678478,"abbreviation of ""sudeste""; southeast",
el ejercicio,678308,masculine singular definite article; the,exercise
la medida,678192,feminine singular definite article; the,"measurement; measure, gauge"
que pudiera,678086,that,
tenía una,677961,,"acronym of ""Universidad Nacional de Agricultura"""
la niña,677435,feminine singular definite article; the,"girl, female equivalent of ""niño"""
o una,677253,letter,"acronym of ""Universidad Nacional de Agricultura"""
las normas,676518,feminine plural definite article; the,
en algunos,676277,"in, at, on","masculine plural of ""alguno"""
manos de,675910,,letter: d
los hechos,675639,"masculine plural of ""el"" (the)","clipping of ""Hechos de los Apóstoles"" (“Acts of the Apostles”): Acts"
convertido en,675636,converted,"in, at, on"
resultado de,675585,"result, outcome, finding, upshot",letter: d
de nuestros,675377,letter: d,"plural of ""nuestro"": ours"
es mi,675285,,"apocopic form of ""mío"", my"
de alguna,674938,letter: d,"feminine singular of ""alguno"""
la cuestión,674884,feminine singular definite article; the,"matter, question, issue"
frente al,674688,"forehead, brow","initialism of ""América Latina"""
el conocimiento,673688,masculine singular definite article; the,knowledge
calidad de,673524,quality (level of excellence),letter: d
si los,672666,"A @abbrev of:Sinaloa state, Mexico","masculine plural of ""el"" (the)"
y sobre,672323,letter,"over, above, on, upon, atop"
dado que,672106,a die or dice,that
su marido,671566,given name,husband
el mejor,671545,masculine singular definite article; the,better
los valores,671457,"masculine plural of ""el"" (the)",
la causa,671037,feminine singular definite article; the,cause
el pecho,670981,masculine singular definite article; the,thorax
ganas de,670931,"plural of ""gana""",letter: d
la diferencia,670451,feminine singular definite article; the,difference
ya había,669801,"(in the present or imperative) now, right now, (in the negative) anymore, no longer","smart inflection of ""haber"""
de septiembre,669452,letter: d,September
la comida,668578,feminine singular definite article; the,food
en aquella,668497,"in, at, on","feminine singular of ""aquel"""
el contrario,668267,masculine singular definite article; the,"contrary, opposite"
le ha,668164,"to him, for him; inflection of ""él""","initialism of ""ácido hialurónico"""
del grupo,668044,"of the, from the (+ a masculine noun in singular)",group
ver que,667778,"to see, to spot",that
es algo,667597,,"something, anything"
que hemos,667578,that,
torno a,667523,lathe,letter
del año,667492,"of the, from the (+ a masculine noun in singular)",surname
primer lugar,666895,"apocopic form of ""primero"" (first)",place
tendría que,666241,,that
llegado a,666128,"arrived, received, delivered",letter
que Dios,665753,that,God
todavía no,664039,"still, yet","abbreviation of ""noroeste""; northwest"
el concepto,663793,masculine singular definite article; the,concept
de carácter,663591,letter: d,character (traits marking a person or group)
de otras,662182,letter: d,
que debe,662163,that,
ninguno de,661735,"no; none; (no​/​not…​) ​at all, whatsoever, in the slightest; any (negative)",letter: d
y fue,660815,letter,
en materia,659791,"in, at, on",matter (the basic structural component of the universe)
que va,659169,that,okay
había dado,659000,"smart inflection of ""haber""",a die or dice
de salud,657659,letter: d,health
total de,657500,"total, complete, outright",letter: d
días de,657196,,letter: d
el nivel,657063,masculine singular definite article; the,"level, tier, height (distance relative to a given reference elevation)"
la violencia,657012,feminine singular definite article; the,violence
si te,656610,"A @abbrev of:Sinaloa state, Mexico",letter: t
las autoridades,655894,feminine plural definite article; the,
del todo,655789,"of the, from the (+ a masculine noun in singular)",all; every
casa y,655102,house,letter
lo hizo,654990,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that",
en busca,654881,"in, at, on",search (an attempt to find something)
acceso a,654699,access,letter
cuando no,654235,when,"abbreviation of ""noroeste""; northwest"
situación de,654162,"situation, scenario, picture",letter: d
creación de,653657,creation,letter: d
de ver,653160,letter: d,"to see, to spot"
la pregunta,652766,feminine singular definite article; the,question (sentence that asks for information)
cuerpo de,652238,body (the physical structure of a human or animal),letter: d
las necesidades,652010,feminine plural definite article; the,
de edad,651649,letter: d,age
la Administración,651613,feminine singular definite article; the,administration (act of administering government or public affairs)
este sentido,650081,this,"deeply felt, heartfelt"
nunca se,649973,never,"abbreviation of ""sudeste""; southeast"
las tres,649866,feminine plural definite article; the,three
medios de,649509,"plural of ""medio""",letter: d
en toda,648946,"in, at, on",
el pasado,648699,masculine singular definite article; the,past
mundo de,647140,"world, earth (human collective existence)",letter: d
la Unión,646513,feminine singular definite article; the,"alternative form of ""unión"""
de control,645476,letter: d,"control, or running of a business"
estaba a,645186,,letter
las puertas,644874,feminine plural definite article; the,
intención de,644547,intention,letter: d
expresión de,644142,expression,letter: d
contra los,644087,"against, versus","masculine plural of ""el"" (the)"
una y,643846,"acronym of ""Universidad Nacional de Agricultura""",letter
algunas de,643167,"feminine plural of ""alguno""",letter: d
poder de,642718,"to be able to, can",letter: d
oportunidad de,642597,"opportunity, chance, shot, break, occasion, time (in both senses: “chance for advancement, progress or profit” and “favorable circumstance or occasion”)",letter: d
cada día,642369,each; every,day (any period of 24 hours)
a hablar,642201,letter,"to talk; to speak; to communicate using words [+con (with), along with de or sobre (about), along with en (in (a language)), along with dative (person spoken to), along with accusative (what is said)]"
